advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Hoxton Capital Management		353185345195139	Facebook	w002	Week 2	CY	Cyprus	1	1	5458	2729	31	6
Dean Graziosi		17457692073	Facebook	w002	Week 2	CY	Cyprus	1	1	645	322	2	0
COP23		1812087282376505	Facebook	w002	Week 2	CY	Cyprus	1	1	143	72	0	0
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	w002	Week 2	CY	Cyprus	4	1	85	0	8	0
Soviet Visuals		1160495674016675	Facebook	w002	Week 2	CY	Cyprus	3	1	82	18	0	0
Best Shopping Deals		519091928553063	Facebook	w002	Week 2	CY	Cyprus	1	1	37	7	0	0
Banque mondiale		155174084508744	Facebook	w002	Week 2	CY	Cyprus	4	1	34	17	0	0
Professor  Alberto Testa	Alberto Testa	1899667790263172	Facebook	w002	Week 2	CY	Cyprus	1	1	18	3	0	0
YOGA BURN		146316959083110	Facebook	w002	Week 2	CY	Cyprus	2	1	9	1	0	0
Marco Antonio Orsini		395865050792874	Facebook	w002	Week 2	CY	Cyprus	1	1	2	0	0	0
The Intercept Brasil		1754956431459064	Facebook	w002	Week 2	CY	Cyprus	1	1	1	0	0	0
Ed's Hair Bramhall		394540027395804	Facebook	w002	Week 2	CY	Cyprus	1	1	1	0	0	0
