region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
alytus_county	Alytus County	LT	Lithuania	1302	311	135501	44138	426	30
kaunas_county	Kaunas County	LT	Lithuania	1868	463	1200759	426024	5506	514
klaipeda_county	Klaipėda County	LT	Lithuania	1626	400	439312	144324	1911	156
marijampole_county	Marijampolė County	LT	Lithuania	1298	310	172428	76263	509	30
panevezys_county	Panevėžys County	LT	Lithuania	1416	346	252156	83481	698	72
taurage_county	Tauragė County	LT	Lithuania	1185	280	54697	22100	237	15
telsiai_county	Telšiai County	LT	Lithuania	1310	326	110786	41542	510	39
utena_county	Utena County	LT	Lithuania	1281	310	105657	30033	433	17
vilnius_county	Vilnius County	LT	Lithuania	2087	517	3788558	1181220	17689	1499
siauliai_county	Šiauliai County	LT	Lithuania	1501	385	336942	135742	1262	143
