recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-07	2019-05-07	BG	Bulgaria	142	49	290458	100303	1044	22
rd2	Last 2 days	2019-05-06	2019-05-07	BG	Bulgaria	155	52	637322	218742	2408	60
rd3	Last 3 days	2019-05-05	2019-05-07	BG	Bulgaria	173	59	1252631	411953	3957	111
rd4	Last 4 days	2019-05-04	2019-05-07	BG	Bulgaria	214	66	1937327	636990	5955	204
rd5	Last 5 days	2019-05-03	2019-05-07	BG	Bulgaria	282	72	2737574	926505	8367	328
rd6	Last 6 days	2019-05-02	2019-05-07	BG	Bulgaria	303	79	3501099	1208156	10735	453
rw1	Last week	2019-05-01	2019-05-07	BG	Bulgaria	324	86	4125892	1441249	12908	574
rw2	Last 2 weeks	2019-04-24	2019-05-07	BG	Bulgaria	521	132	7583183	2858165	22227	2440
rw3	Last 3 weeks	2019-04-17	2019-05-07	BG	Bulgaria	648	171	9280963	3488891	31441	3830
rw4	Last 4 weeks	2019-04-10	2019-05-07	BG	Bulgaria	932	247	11347095	4267634	40379	5188
rm1	Last month	2019-04-08	2019-05-07	BG	Bulgaria	1002	284	11963047	4522773	42821	5783
rm2	Last 2 months	2019-03-09	2019-05-07	BG	Bulgaria	1617	488	17873156	6912976	62904	8883
rm3	Last 3 months	2019-02-07	2019-05-07	BG	Bulgaria	1821	542	18494164	7184268	65658	9313
rm6	Last 6 months	2019-01-01	2019-05-07	BG	Bulgaria	1925	567	18781519	7316783	66369	9377
