week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w020	Week 20	2019-05-13	2019-05-15	BG	Bulgaria	296	77	4290903	1374498	12558	611
w019	Week 19	2019-05-06	2019-05-12	BG	Bulgaria	433	105	6547979	2218052	20753	1215
w018	Week 18	2019-04-29	2019-05-05	BG	Bulgaria	439	125	4036050	1520003	12306	1072
w017	Week 17	2019-04-22	2019-04-28	BG	Bulgaria	377	118	2571906	1044781	7139	1644
w016	Week 16	2019-04-15	2019-04-21	BG	Bulgaria	424	148	1836021	732939	10553	1530
w015	Week 15	2019-04-08	2019-04-14	BG	Bulgaria	586	211	2724050	1098257	9376	1722
w014	Week 14	2019-04-01	2019-04-07	BG	Bulgaria	517	222	3482888	1407166	8222	1275
w013	Week 13	2019-03-25	2019-03-31	BG	Bulgaria	411	187	1818442	780435	4736	838
w012	Week 12	2019-03-18	2019-03-24	BG	Bulgaria	352	166	1200577	440128	7767	1088
w011	Week 11	2019-03-11	2019-03-17	BG	Bulgaria	206	91	687541	265701	2350	530
w010	Week 10	2019-03-04	2019-03-10	BG	Bulgaria	204	79	571086	257586	1600	230
w009	Week 9	2019-02-25	2019-03-03	BG	Bulgaria	111	53	100095	25382	682	44
w008	Week 8	2019-02-18	2019-02-24	BG	Bulgaria	88	47	190013	86808	1079	198
w007	Week 7	2019-02-11	2019-02-17	BG	Bulgaria	58	37	27419	9579	159	35
w006	Week 6	2019-02-04	2019-02-10	BG	Bulgaria	44	24	56936	24312	299	49
w005	Week 5	2019-01-28	2019-02-03	BG	Bulgaria	64	23	54920	14779	139	14
w004	Week 4	2019-01-21	2019-01-27	BG	Bulgaria	54	27	209050	98593	339	13
w003	Week 3	2019-01-14	2019-01-20	BG	Bulgaria	52	21	65177	14988	262	1
w002	Week 2	2019-01-07	2019-01-13	BG	Bulgaria	35	17	16015	6728	63	2
w001	Week 1	2019-01-01	2019-01-06	BG	Bulgaria	32	14	38145	15226	298	25
