recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-13	2019-05-13	DE	Germany	4673	600	9949017	3022815	102581	6490
rd2	Last 2 days	2019-05-12	2019-05-13	DE	Germany	4970	651	21125064	6399230	215378	14299
rd3	Last 3 days	2019-05-11	2019-05-13	DE	Germany	5319	702	32339771	9798162	331476	22682
rd4	Last 4 days	2019-05-10	2019-05-13	DE	Germany	5776	757	44650137	13579598	451649	31865
rd5	Last 5 days	2019-05-09	2019-05-13	DE	Germany	10441	801	62826643	18624672	702960	42261
rd6	Last 6 days	2019-05-08	2019-05-13	DE	Germany	11308	832	77188160	22565600	884906	49622
rw1	Last week	2019-05-07	2019-05-13	DE	Germany	12536	865	92852100	26781814	1078387	58376
rw2	Last 2 weeks	2019-04-30	2019-05-13	DE	Germany	17293	1151	171605788	48978023	2005219	124206
rw3	Last 3 weeks	2019-04-23	2019-05-13	DE	Germany	20029	1391	202114150	58128362	2353858	147935
rw4	Last 4 weeks	2019-04-16	2019-05-13	DE	Germany	22701	1755	225985078	65506093	2679451	173606
rm1	Last month	2019-04-14	2019-05-13	DE	Germany	23639	1951	238692475	70291818	2814476	190553
rm2	Last 2 months	2019-03-15	2019-05-13	DE	Germany	32364	3708	340232187	103647211	3964696	311600
rm3	Last 3 months	2019-02-13	2019-05-13	DE	Germany	33875	3934	363873300	112274062	4163381	341125
rm6	Last 6 months	2019-01-01	2019-05-13	DE	Germany	34409	4010	375406542	116642887	4242023	355868
