country_code_filter	country_name_filter	day_code	day_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
UK	United Kingdom	d132	2019-05-12	2116	302	4706014	1549481	77311	7538
UK	United Kingdom	d131	2019-05-11	2282	340	5264632	1739327	83380	8381
UK	United Kingdom	d130	2019-05-10	2393	355	6103033	2131557	99034	13038
UK	United Kingdom	d129	2019-05-09	1870	361	4741992	1571996	54844	7664
UK	United Kingdom	d128	2019-05-08	1931	373	6007504	1919315	81951	9941
UK	United Kingdom	d127	2019-05-07	1969	411	8078238	3115610	108763	13360
UK	United Kingdom	d126	2019-05-06	1579	389	5418375	2088265	58065	8435
UK	United Kingdom	d125	2019-05-05	1569	406	5632661	2081417	61351	12858
UK	United Kingdom	d124	2019-05-04	1533	434	5284451	2058274	56038	10483
UK	United Kingdom	d123	2019-05-03	1988	611	6960700	2544114	83020	14733
UK	United Kingdom	d122	2019-05-02	4104	1078	12394686	3712426	209949	20016
UK	United Kingdom	d121	2019-05-01	4610	1144	12822060	4319204	237567	27779
UK	United Kingdom	d120	2019-04-30	4132	1070	9000631	2836229	150572	17269
UK	United Kingdom	d119	2019-04-29	3947	1016	7976620	2496151	128694	12556
UK	United Kingdom	d118	2019-04-28	3677	949	6313523	1904132	112367	9655
UK	United Kingdom	d117	2019-04-27	3247	909	5035185	1606415	65689	6923
UK	United Kingdom	d116	2019-04-26	3172	877	6603364	2314403	84839	15070
UK	United Kingdom	d115	2019-04-25	3028	845	7149508	2336498	102963	16424
UK	United Kingdom	d114	2019-04-24	3149	798	9770132	3330366	144571	14120
UK	United Kingdom	d113	2019-04-23	2486	775	4119326	1365164	48051	6033
UK	United Kingdom	d112	2019-04-22	2374	752	4544485	1695269	44813	6222
UK	United Kingdom	d111	2019-04-21	2360	758	3481493	1132138	38321	4218
UK	United Kingdom	d110	2019-04-20	2361	777	3147772	972826	35821	3777
UK	United Kingdom	d109	2019-04-19	2462	802	3329247	1023927	39350	3958
UK	United Kingdom	d108	2019-04-18	2959	828	4215978	1151460	102589	5240
UK	United Kingdom	d107	2019-04-17	2462	787	3530888	1096735	54493	5097
UK	United Kingdom	d106	2019-04-16	2398	767	4170946	1522177	57587	8008
UK	United Kingdom	d105	2019-04-15	2392	786	3605772	1147507	43131	4412
UK	United Kingdom	d104	2019-04-14	2348	801	3411275	1126629	39283	4166
UK	United Kingdom	d103	2019-04-13	2343	803	3432038	1137152	40240	4383
UK	United Kingdom	d102	2019-04-12	2754	833	7611682	2833340	86540	13292
UK	United Kingdom	d101	2019-04-11	2805	848	6812683	2423076	88385	13478
UK	United Kingdom	d100	2019-04-10	2642	821	5682188	1954758	72648	10282
UK	United Kingdom	d099	2019-04-09	2688	811	9063127	3424867	98184	15115
UK	United Kingdom	d098	2019-04-08	2680	776	5145517	1618708	75441	10263
UK	United Kingdom	d097	2019-04-07	2345	741	4171835	1438573	56862	8427
UK	United Kingdom	d096	2019-04-06	2345	756	4329181	1510600	58807	8760
UK	United Kingdom	d095	2019-04-05	2381	784	4613606	1584581	54540	7465
UK	United Kingdom	d094	2019-04-04	2220	762	5633885	1774998	71848	9184
UK	United Kingdom	d093	2019-04-03	2064	721	5241182	1764775	66627	10330
UK	United Kingdom	d092	2019-04-02	2000	675	6239141	2047471	74334	10416
UK	United Kingdom	d091	2019-04-01	2143	644	5027864	1598317	71176	7638
UK	United Kingdom	d090	2019-03-31	2043	654	3690367	1168629	53627	7388
UK	United Kingdom	d089	2019-03-30	2078	665	3973506	1259241	55991	7299
UK	United Kingdom	d088	2019-03-29	2047	718	4164936	1337097	59588	7571
UK	United Kingdom	d087	2019-03-28	2036	722	5503076	1913329	71424	10381
UK	United Kingdom	d086	2019-03-27	1952	671	4689601	1488368	59929	8111
UK	United Kingdom	d085	2019-03-26	2618	678	6854625	2234327	91890	10964
UK	United Kingdom	d084	2019-03-25	3360	710	6435157	1818684	140456	10953
UK	United Kingdom	d083	2019-03-24	3087	673	4394799	1251510	95358	5183
UK	United Kingdom	d082	2019-03-23	2287	705	3882081	1206915	55262	5316
UK	United Kingdom	d081	2019-03-22	2286	714	9247392	3637022	110077	22624
UK	United Kingdom	d080	2019-03-21	2444	718	9165447	3284158	131435	16840
UK	United Kingdom	d079	2019-03-20	2656	655	8792997	2947807	116652	13310
UK	United Kingdom	d078	2019-03-19	2265	621	9147370	3145892	109770	15280
UK	United Kingdom	d077	2019-03-18	1966	595	5250718	1577770	69901	9657
UK	United Kingdom	d076	2019-03-17	1764	565	4585567	1324857	50545	6685
UK	United Kingdom	d075	2019-03-16	1616	561	3445054	1063049	39964	4823
UK	United Kingdom	d074	2019-03-15	1937	590	7836895	2689418	93524	7862
UK	United Kingdom	d073	2019-03-14	1650	570	4159888	1382573	56331	5694
UK	United Kingdom	d072	2019-03-13	1659	548	4858220	1546874	59090	5528
UK	United Kingdom	d071	2019-03-12	1908	547	5542644	1858317	57170	5500
UK	United Kingdom	d070	2019-03-11	1896	560	7726579	2834365	72273	8275
UK	United Kingdom	d069	2019-03-10	1720	552	3605558	1189628	42725	5331
UK	United Kingdom	d068	2019-03-09	1719	574	4111372	1441200	48048	6725
UK	United Kingdom	d067	2019-03-08	1743	572	3854178	1310669	43433	5885
UK	United Kingdom	d066	2019-03-07	1679	533	3377757	1102780	37766	3667
UK	United Kingdom	d065	2019-03-06	1385	511	3208780	1027048	40606	5369
UK	United Kingdom	d064	2019-03-05	1367	486	3258445	1090061	33527	3889
UK	United Kingdom	d063	2019-03-04	1663	481	5309024	1921119	46227	7533
UK	United Kingdom	d062	2019-03-03	1357	488	3424457	1216027	33884	5426
UK	United Kingdom	d061	2019-03-02	1384	486	3648151	1268673	36660	5663
UK	United Kingdom	d060	2019-03-01	1427	513	3774389	1274696	37740	5779
UK	United Kingdom	d059	2019-02-28	1556	503	3385544	1043800	38470	5207
UK	United Kingdom	d058	2019-02-27	1600	490	3729379	1097366	40591	5847
UK	United Kingdom	d057	2019-02-26	1626	465	4619130	1466662	60059	7874
UK	United Kingdom	d056	2019-02-25	1726	452	4437562	1428731	62830	9244
UK	United Kingdom	d055	2019-02-24	1737	423	4155327	1360132	70105	7744
UK	United Kingdom	d054	2019-02-23	1568	430	3949886	1299474	46098	6810
UK	United Kingdom	d053	2019-02-22	1829	450	4964603	1624068	75512	7616
UK	United Kingdom	d052	2019-02-21	1756	460	8208039	2676187	101940	13251
UK	United Kingdom	d051	2019-02-20	1451	439	11507156	4754390	95441	16622
UK	United Kingdom	d050	2019-02-19	1457	412	4311424	1460306	47614	7761
UK	United Kingdom	d049	2019-02-18	1332	401	4551133	1637755	42669	7034
UK	United Kingdom	d048	2019-02-17	1299	388	3856596	1327085	39120	6220
UK	United Kingdom	d047	2019-02-16	1287	396	2898700	930913	29904	3934
UK	United Kingdom	d046	2019-02-15	1380	412	3145248	970841	31867	3814
UK	United Kingdom	d045	2019-02-14	1369	406	3255486	1025137	32287	4011
UK	United Kingdom	d044	2019-02-13	1230	407	2620279	939787	26527	2975
UK	United Kingdom	d043	2019-02-12	1222	403	2429446	903382	25183	1876
UK	United Kingdom	d042	2019-02-11	1134	394	2610042	934501	23231	2409
UK	United Kingdom	d041	2019-02-10	1121	377	2416586	892300	21474	2044
UK	United Kingdom	d040	2019-02-09	1152	393	2668462	935821	22573	1988
UK	United Kingdom	d039	2019-02-08	1270	406	4934230	2060933	40684	4927
UK	United Kingdom	d038	2019-02-07	1216	389	3607504	1376954	28878	3318
UK	United Kingdom	d037	2019-02-06	1137	377	2362502	853613	25060	2539
UK	United Kingdom	d036	2019-02-05	1084	369	4400916	1646175	52141	8247
UK	United Kingdom	d035	2019-02-04	1167	338	5815478	2346388	70127	10279
UK	United Kingdom	d034	2019-02-03	1094	312	2556667	835678	23580	2522
UK	United Kingdom	d033	2019-02-02	1163	317	3066996	958231	26648	2681
UK	United Kingdom	d032	2019-02-01	1232	341	5150427	1620368	50130	7686
UK	United Kingdom	d031	2019-01-31	1336	358	4902104	1563507	48149	6473
UK	United Kingdom	d030	2019-01-30	1294	350	3844003	1290982	31037	3721
UK	United Kingdom	d029	2019-01-29	1540	334	7064794	2472935	81094	14233
UK	United Kingdom	d028	2019-01-28	1603	331	10028521	3736730	85188	14430
