week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w019	Week 19	2019-05-06	2019-05-07	SI	Slovenia	211	42	942706	343608	4100	204
w018	Week 18	2019-04-29	2019-05-05	SI	Slovenia	436	86	4893416	1820740	22257	2871
w017	Week 17	2019-04-22	2019-04-28	SI	Slovenia	407	95	2942273	1171009	17980	2678
w016	Week 16	2019-04-15	2019-04-21	SI	Slovenia	377	124	777460	234050	3962	162
w015	Week 15	2019-04-08	2019-04-14	SI	Slovenia	507	193	1359277	514794	6133	743
w014	Week 14	2019-04-01	2019-04-07	SI	Slovenia	417	186	1020471	326858	4985	490
w013	Week 13	2019-03-25	2019-03-31	SI	Slovenia	265	124	552462	205438	1914	195
w012	Week 12	2019-03-18	2019-03-24	SI	Slovenia	240	119	417596	121157	2411	73
w011	Week 11	2019-03-11	2019-03-17	SI	Slovenia	155	78	605024	200772	2191	298
w010	Week 10	2019-03-04	2019-03-10	SI	Slovenia	188	62	369775	135794	1701	150
w009	Week 9	2019-02-25	2019-03-03	SI	Slovenia	91	43	45609	13968	589	7
w008	Week 8	2019-02-18	2019-02-24	SI	Slovenia	67	38	47852	22845	208	43
w007	Week 7	2019-02-11	2019-02-17	SI	Slovenia	51	32	22186	4940	58	4
w006	Week 6	2019-02-04	2019-02-10	SI	Slovenia	50	25	225806	52436	583	35
w005	Week 5	2019-01-28	2019-02-03	SI	Slovenia	52	21	36847	8669	96	5
w004	Week 4	2019-01-21	2019-01-27	SI	Slovenia	41	16	3047	1193	15	1
w003	Week 3	2019-01-14	2019-01-20	SI	Slovenia	48	19	50309	22708	228	42
w002	Week 2	2019-01-07	2019-01-13	SI	Slovenia	38	20	59637	12094	409	1
w001	Week 1	2019-01-01	2019-01-06	SI	Slovenia	28	15	5237	2291	22	3
