advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	rm1	Last month	LV	Latvia	13	1	2329977	978176	14206	3099
Valdis Dombrovskis		984665731564266	Facebook	rm1	Last month	LV	Latvia	71	1	1151847	246617	6956	0
Roberts Zīle		508959865842254	Facebook	rm1	Last month	LV	Latvia	10	1	900978	389993	2989	500
Eiropas Parlaments Latvijā	Eiropas Parlaments Latvijā	380325297593	Facebook	rm1	Last month	LV	Latvia	26	1	670972	228999	4573	499
Jaunā konservatīvā partija	Jaunā konservatīvā partija	595950207185585	Facebook	rm1	Last month	LV	Latvia	8	1	509979	191993	1991	299
Jaunā Vienotība	Partiju apvienība “Jaunā Vienotība”	164326166970895	Facebook	rm1	Last month	LV	Latvia	9	1	509945	164990	1690	199
Русский союз Латвии	Latvijas Krievu savienība	545693602214498	Facebook	rm1	Last month	LV	Latvia	3	1	349997	160000	1097	200
Ijabs Ivars		345347539390006	Facebook	rm1	Last month	LV	Latvia	3	1	349973	159988	1096	199
Aleksejs Loskutovs		541229793055345	Facebook	rm1	Last month	LV	Latvia	15	1	336233	73095	1396	35
Attīstībai / Par	partiju apvienība "Attīstībai/Par!"	634097313600056	Facebook	rm1	Last month	LV	Latvia	4	1	300996	120000	796	100
PROGRESĪVIE		184096511636333	Facebook	rm1	Last month	LV	Latvia	6	1	273329	103668	1052	131
Mamikins.lv	Andrejs Mamikins	587293021433280	Facebook	rm1	Last month	LV	Latvia	5	1	249995	50000	495	0
Andis Kudors	Jaunā konservatīvā partija	378991322688846	Facebook	rm1	Last month	LV	Latvia	4	1	199996	39999	1995	400
Jānis Grasbergs	Jānis Grasbergs	329580341010027	Facebook	rm1	Last month	LV	Latvia	4	1	159995	34999	395	0
Dmitrijs Golubevs	Dmitrijs Golubevs	603479506715383	Facebook	rm1	Last month	LV	Latvia	5	1	159995	31999	894	99
Kialo		729627343834501	Facebook	rm1	Last month	LV	Latvia	228	1	136066	47323	743	158
Inese Ikstena Eiropas Parlamenta deputāta kandidāte		2214339072152669	Facebook	rm1	Last month	LV	Latvia	5	1	114078	22816	395	0
Inese Vaidere	Vaidere Inese	779811265442970	Facebook	rm1	Last month	LV	Latvia	3	1	109996	24999	696	100
Eiropas Savienības māja	Eiropas Savienības māja	169709889752394	Facebook	rm1	Last month	LV	Latvia	1	1	99999	50000	99	0
Nacionālā apvienība		118130241644848	Facebook	rm1	Last month	LV	Latvia	1	1	99999	50000	499	100
European Greens		141366725876424	Facebook	rm1	Last month	LV	Latvia	3	1	78763	24382	242	28
Rihards Kols	Rihards Kols	960297957323800	Facebook	rm1	Last month	LV	Latvia	4	1	74995	20999	395	0
Greens/EFA in the European Parliament		150527751674751	Facebook	rm1	Last month	LV	Latvia	15	1	70647	29900	63	16
Krišjānis Feldmans	Jaunā konservatīvā partija	731540813660862	Facebook	rm1	Last month	LV	Latvia	3	1	64983	15997	296	0
Gatis Eglītis	Jaunā konservatīvā partija	203733280310341	Facebook	rm1	Last month	LV	Latvia	2	1	59998	15000	598	100
Sandis Riekstiņš	Jaunā konservatīvā partija	1893097087626986	Facebook	rm1	Last month	LV	Latvia	1	1	49999	10000	99	0
Uldis Šalajevs - PRO		1684812314943573	Facebook	rm1	Last month	LV	Latvia	1	1	49999	10000	99	0
Sandra Kalniete		363128980541199	Facebook	rm1	Last month	LV	Latvia	1	1	49999	10000	99	0
Eiropas Komisijas pārstāvniecība Latvijā	Braučs Dāvis	185497885323119	Facebook	rm1	Last month	LV	Latvia	1	1	49998	9999	98	0
Agnese Villere Eiropas Parlamenta kandidāte	Jaunā konservatīvā partija	1086674038184163	Facebook	rm1	Last month	LV	Latvia	1	1	49998	10000	98	0
PPA "Latviešu Nacionālisti"		335814573629639	Facebook	rm1	Last month	LV	Latvia	1	1	49998	9999	98	0
Centrālā vēlēšanu komisija		236758520084700	Facebook	rm1	Last month	LV	Latvia	1	1	29166	5833	57	0
VoteWatch Europe		355087424564148	Facebook	rm1	Last month	LV	Latvia	5	1	28606	12157	65	24
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	rm1	Last month	LV	Latvia	27	1	24335	11560	52	15
BBC News Russian		190992343324	Facebook	rm1	Last month	LV	Latvia	1	1	24163	4832	55	0
Guardian Weekly		64525551258	Facebook	rm1	Last month	LV	Latvia	8	1	15502	5792	25	3
Ansis Pūpols		534110743707105	Facebook	rm1	Last month	LV	Latvia	2	1	14998	5999	198	0
Arte		656089814494677	Facebook	rm1	Last month	LV	Latvia	6	1	12123	5607	33	5
Andrejs Elksniņš - Андрей Элксниньш		1921193498149435	Facebook	rm1	Last month	LV	Latvia	2	1	10998	5000	176	0
Jevgeņijs Koroļs - Евгений Король		602735946907699	Facebook	rm1	Last month	LV	Latvia	2	1	9997	1999	197	0
Māris Graudiņš		265541270533404	Facebook	rm1	Last month	LV	Latvia	1	1	9997	1999	19	0
IEVA Dzīvo Zaļi		2056076931321034	Facebook	rm1	Last month	LV	Latvia	1	1	9993	4997	98	0
LawlessLatvia		401371383212395	Facebook	rm1	Last month	LV	Latvia	1	1	8747	4374	86	0
Cecilia Malmström		258966159416	Facebook	rm1	Last month	LV	Latvia	1	1	8347	3339	16	8
Resilience League		1774357632844613	Facebook	rm1	Last month	LV	Latvia	2	1	6024	1205	119	0
European Youth		130456876990360	Facebook	rm1	Last month	LV	Latvia	3	1	5490	2742	14	2
Zaļā brīvība		660016677346773	Facebook	rm1	Last month	LV	Latvia	1	1	5449	2725	48	0
European Youth Event		919232861444360	Facebook	rm1	Last month	LV	Latvia	3	1	5251	2178	12	4
Naudas Meistars		627383544292936	Facebook	rm1	Last month	LV	Latvia	1	1	4999	1000	88	0
Roberts Putnis		114358009257511	Facebook	rm1	Last month	LV	Latvia	1	1	4998	999	99	0
Eņģeļa pasts / No Sirds Uz Sirdi		1794159517532729	Facebook	rm1	Last month	LV	Latvia	1	1	4998	999	98	0
Ритм Евразии		555174937896912	Facebook	rm1	Last month	LV	Latvia	1	1	4593	918	6	1
RuBaltic.Ru		361996777230933	Facebook	rm1	Last month	LV	Latvia	2	1	4367	873	5	1
Raimonds Lejnieks - Puķe Eiropas Parlamenta deputāta kandidāts		1507452339567540	Facebook	rm1	Last month	LV	Latvia	3	1	2060	0	204	0
TVNET		142254092456168	Facebook	rm1	Last month	LV	Latvia	2	1	1998	0	198	0
The Good Lobby		1420129598280317	Facebook	rm1	Last month	LV	Latvia	4	1	1989	854	3	0
Huawei Europe		1709278142683543	Facebook	rm1	Last month	LV	Latvia	1	1	1977	988	0	0
«Белсат» по-русски		1520423234895880	Facebook	rm1	Last month	LV	Latvia	1	1	1493	298	2	0
Council of Europe - Directorate General Human Rights and Rule of Law		315160671967064	Facebook	rm1	Last month	LV	Latvia	7	1	1416	626	2	0
RoboMarkets - Global		588252871551498	Facebook	rm1	Last month	LV	Latvia	6	1	1308	523	14	0
EVERFX		279931699028690	Facebook	rm1	Last month	LV	Latvia	6	1	1245	328	5	0
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	rm1	Last month	LV	Latvia	4	1	1215	559	5	1
Guardian B2B		452752128144314	Facebook	rm1	Last month	LV	Latvia	1	1	1192	596	3	0
