country_code_filter	country_name_filter	gender_code	gender_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
ES	Spain	f	female	21512	2035	322264924	122297897	2311471	298283
ES	Spain	m	male	18690	1960	234308352	90488296	1697850	225294
ES	Spain	u	unknown	13458	1830	2534481	992384	17485	2642
