region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
central_bohemian_region	Central Bohemian Region	CZ	Czechia	4133	535	836816	247347	2575	599
hradec_kralove_region	Hradec Králové Region	CZ	Czechia	3637	483	604408	159270	1125	280
karlovy_vary_region	Karlovy Vary Region	CZ	Czechia	3536	433	174904	44769	713	164
liberec_region	Liberec Region	CZ	Czechia	3515	460	207537	60743	781	177
moravian_silesian_region	Moravian-Silesian Region	CZ	Czechia	4237	568	1345803	406988	4372	1074
olomouc_region	Olomouc Region	CZ	Czechia	3722	515	447139	134115	1999	453
pardubice_region	Pardubice Region	CZ	Czechia	3517	457	243608	74365	858	213
plzen_region	Plzeň Region	CZ	Czechia	3940	508	596692	157817	2407	485
prague	Prague	CZ	Czechia	5036	716	7482282	2231769	27642	6425
south_bohemian_region	South Bohemian Region	CZ	Czechia	3637	484	440733	122024	1652	371
south_moravian_region	South Moravian Region	CZ	Czechia	4662	634	3124389	936986	10713	2721
vysocina_region	Vysočina Region	CZ	Czechia	3455	451	225372	69937	833	207
zlin_region	Zlín Region	CZ	Czechia	3900	493	596105	155792	1805	452
usti_nad_labem_region	Ústí nad Labem Region	CZ	Czechia	3726	532	548742	181370	2490	545
