advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Commission	European Commission	107898832590939	Facebook	13_17	13-17	SI	Slovenia	21	1	15675	7477	21	6
European Parliament	European Parliament	178362315106	Facebook	13_17	13-17	SI	Slovenia	9	1	10422	2206	58	0
Neva Grašič	Socialni demokrati (SD)	2235496013147745	Facebook	13_17	13-17	SI	Slovenia	2	1	1775	355	3	0
Franc Bogovič	Slovenska ljudska stranka (SLS)	288826994603012	Facebook	13_17	13-17	SI	Slovenia	1	1	1459	291	2	0
Časopis Slovenec	Slovenska ljudska stranka (SLS)	240130223029252	Facebook	13_17	13-17	SI	Slovenia	1	1	1326	265	2	0
European Greens	European Greens	141366725876424	Facebook	13_17	13-17	SI	Slovenia	3	1	372	150	3	0
Socialni demokrati (SD)	Socialni demokrati (SD)	12676777580	Facebook	13_17	13-17	SI	Slovenia	5	1	125	24	2	0
Socialists and Democrats Group in the European Parliament	Socialists and Democrats Group in the European Parliament	127925800618165	Facebook	13_17	13-17	SI	Slovenia	5	1	77	26	0	0
Dnevnik		91741216297	Facebook	13_17	13-17	SI	Slovenia	1	1	32	0	3	0
ITUC		20556338116	Facebook	13_17	13-17	SI	Slovenia	2	1	3	0	0	0
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	13_17	13-17	SI	Slovenia	1	1	0	0	0	0
DK Nagykanizsa	Demokratikus Koalíció	704399322958470	Facebook	13_17	13-17	SI	Slovenia	1	1	0	0	0	0
Christian Dax	SPÖ Burgenland	1232990493514860	Facebook	13_17	13-17	SI	Slovenia	1	1	0	0	0	0
Luca Vidoni	Luca Onorio Vidoni	392986254173330	Facebook	13_17	13-17	SI	Slovenia	1	1	0	0	0	0
