gender_code	gender_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	EL	Greece	261	108	3778607	1315590	12419	1437
m	male	EL	Greece	265	108	6630437	2298882	24142	3063
u	unknown	EL	Greece	243	104	62152	21404	233	26
