advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	platform_code_filter	platform_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
SPD	SPD	47930567748	Facebook	f	Facebook	DE	Germany	8829	1	51426667	14721748	1098172	60087
CDU	CDU	78502295414	Facebook	f	Facebook	DE	Germany	3170	1	38647830	9275000	347030	8300
FDP	FDP	21289227249	Facebook	f	Facebook	DE	Germany	2164	1	31139997	9411097	269632	14697
European Parliament		178362315106	Facebook	f	Facebook	DE	Germany	130	1	16947788	7674342	131985	40017
Greenpeace Deutschland		22541752487	Facebook	f	Facebook	DE	Germany	490	1	16241266	5752846	94324	12933
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	f	Facebook	DE	Germany	384	1	11905675	3966712	91201	14599
DIE LINKE	DIE LINKE	47694585682	Facebook	f	Facebook	DE	Germany	257	1	7388162	2635357	35508	2794
Kialo		729627343834501	Facebook	f	Facebook	DE	Germany	456	1	7155710	2457174	48152	11342
Initiative Neue Soziale Marktwirtschaft (INSM)	Initiative Neue Soziale Marktwirtschaft (INSM)	121678260974	Facebook	f	Facebook	DE	Germany	714	1	5765843	1392907	79083	2099
Campact e.V.	Campact e.V.	82734241364	Facebook	f	Facebook	DE	Germany	34	1	5759840	2444494	35960	8898
Partei der Humanisten	Partei der Humanisten	499613946840551	Facebook	f	Facebook	DE	Germany	344	1	5607638	1532995	40355	2399
Katarina Barley	SPD	1522202731410785	Facebook	f	Facebook	DE	Germany	337	1	5214056	1454438	43354	2498
Covestro		150793518281117	Facebook	f	Facebook	DE	Germany	16	1	4006264	1772869	7868	2694
Klang der Solidarität		385076005313967	Facebook	f	Facebook	DE	Germany	86	1	3610235	1548884	8078	1052
MDM Deutsche Münze		126866220711392	Facebook	f	Facebook	DE	Germany	47	1	3549871	1365980	13951	2099
Sozialdemokratische Partei Europas	Sozialdemokratische Partei Europas	338549033673221	Facebook	f	Facebook	DE	Germany	72	1	3498939	1284239	11933	1499
Verband der Chemischen Industrie e.V.	Chemie Wirtschaftsförderungs GmbH	921326477983554	Facebook	f	Facebook	DE	Germany	785	1	3455100	1074987	99108	8199
Entega		198244400189055	Facebook	f	Facebook	DE	Germany	136	1	3112811	999487	57131	11995
Bundesregierung		768905426534529	Facebook	f	Facebook	DE	Germany	5	1	2999957	1299984	24994	4999
Europäisches Parlament - Verbindungsbüro in Deutschland		294494163510	Facebook	f	Facebook	DE	Germany	45	1	2927987	1162065	15035	2658
Danke, Freihandel.	VDMA	226651401514704	Facebook	f	Facebook	DE	Germany	233	1	2437747	570996	27966	1500
Grüner Fisher Investments		138832469593845	Facebook	f	Facebook	DE	Germany	204	1	2330796	648000	97296	21600
European Greens	European Greens	141366725876424	Facebook	f	Facebook	DE	Germany	17	1	2262032	1048850	16853	3621
Hochschulinitiative Deutschland		883028475156898	Facebook	f	Facebook	DE	Germany	60	1	2117898	783713	8730	699
FDP Bremen	FDP Bremen	152934608113175	Facebook	f	Facebook	DE	Germany	276	1	2057724	522000	30624	1100
SPD-Bundestagsfraktion	SPD-Bundestagsfraktion	144380008933707	Facebook	f	Facebook	DE	Germany	65	1	1869930	420999	9234	700
Dungeon Defenders		107960282569653	Facebook	f	Facebook	DE	Germany	300	1	1701260	675337	6015	624
CDU CSU Europa	CDU/CSU-Gruppe in der EVP-Fraktion im Europäischen Parlament	1790920000965539	Facebook	f	Facebook	DE	Germany	97	1	1694901	533999	14902	1599
Friedrich-Naumann-Stiftung für die Freiheit		140889782312	Facebook	f	Facebook	DE	Germany	89	1	1675963	433797	18097	2598
Global Game Changers		241198933439420	Facebook	f	Facebook	DE	Germany	5	1	1600623	799814	5869	1156
Avocadostore		312453876194	Facebook	f	Facebook	DE	Germany	55	1	1569912	361993	5444	0
Ökologisch-Demokratische Partei (ÖDP)	Ökologisch-Demokratische Partei (ÖDP)	120655374567	Facebook	f	Facebook	DE	Germany	44	1	1557590	571926	7553	799
Berliner Stadtwerke	Berliner Stadtwerke	765844936882239	Facebook	f	Facebook	DE	Germany	32	1	1521968	524000	14368	3400
IG Metall	IG Metall	249296718436	Facebook	f	Facebook	DE	Germany	17	1	1519984	670000	7083	1900
UNO-Flüchtlingshilfe		236934790401	Facebook	f	Facebook	DE	Germany	72	1	1490744	464279	18879	3505
SOS-Kinderdörfer weltweit		56497026719	Facebook	f	Facebook	DE	Germany	38	1	1310401	525992	13278	2164
CSU (Christlich-Soziale Union)	CSU (Christlich-Soziale Union)	81386795687	Facebook	f	Facebook	DE	Germany	3	1	1299997	650000	5997	1200
SPD Mannheim	SPD Mannheim	417906251607978	Facebook	f	Facebook	DE	Germany	23	1	1225977	460000	6477	1600
smava		139818439366989	Facebook	f	Facebook	DE	Germany	24	1	1183693	570381	7763	1896
DIE LINKE. NRW		150480805043795	Facebook	f	Facebook	DE	Germany	26	1	1111928	329979	8173	1400
TOMS		290301287805503	Facebook	f	Facebook	DE	Germany	4	1	1098548	419421	6587	1597
Social Media Ads	Alexander Dietrich	561953460655717	Facebook	f	Facebook	DE	Germany	43	1	1082304	257819	4254	0
Arbeitgeberverband Gesamtmetall		169367889785454	Facebook	f	Facebook	DE	Germany	122	1	1058870	324996	13277	299
Stadtwerke Tübingen: Wir wirken mit.		170813019659671	Facebook	f	Facebook	DE	Germany	3	1	1049997	410000	2497	1100
Peter Gillo	Peter Gillo	578310722649724	Facebook	f	Facebook	DE	Germany	16	1	1049984	360000	7584	1500
Kinder in Gefahr - DVCK e.V.		556019341220640	Facebook	f	Facebook	DE	Germany	3	1	1049967	409988	6496	1599
Reservix	Reservix GmbH	135158439833197	Facebook	f	Facebook	DE	Germany	45	1	1021954	227999	4454	0
Facebook	Facebook	197589525931	Facebook	f	Facebook	DE	Germany	1	1	999997	499999	4998	999
Frosch		223829854355699	Facebook	f	Facebook	DE	Germany	1	1	999375	499688	998	499
Privatinvestor Politik Spezial		414014872673187	Facebook	f	Facebook	DE	Germany	10	1	984950	422983	4489	1699
UBS		218020061613734	Facebook	f	Facebook	DE	Germany	1	1	966557	483279	4831	966
AfD	AfD	540404695989874	Facebook	f	Facebook	DE	Germany	13	1	959963	374988	4586	1099
Laut gegen Nazis		53848679944	Facebook	f	Facebook	DE	Germany	20	1	959950	194994	6779	1199
Udo Bullmann		68936775929	Facebook	f	Facebook	DE	Germany	35	1	940317	343898	5562	599
ÖDP Nordrhein-Westfalen	Ökologisch-Demokratische Partei (ÖDP) NRW	138480036196810	Facebook	f	Facebook	DE	Germany	26	1	885966	313996	3373	200
GEW Baden-Württemberg	GEW Baden-Württemberg	168179163200769	Facebook	f	Facebook	DE	Germany	4	1	849996	360000	2096	700
DEMOCRACY Deutschland	DEMOCRACY Deutschland e.V. 	1453504428281386	Facebook	f	Facebook	DE	Germany	9	1	829980	304995	2990	799
DIE LINKE. Berlin	DiG Berlin	156304484388194	Facebook	f	Facebook	DE	Germany	5	1	800984	319994	1694	299
BDI - Bundesverband der Deutschen Industrie	BDI - Bundesverband der Deutschen Industrie	186206440652	Facebook	f	Facebook	DE	Germany	115	1	796017	185715	13369	499
FinanzAgenda		276690259403364	Facebook	f	Facebook	DE	Germany	68	1	788931	182999	7931	299
nucao		1285780774784882	Facebook	f	Facebook	DE	Germany	16	1	787277	312714	3581	499
SPD Land Bremen	SPD Land Bremen 	524965010906886	Facebook	f	Facebook	DE	Germany	119	1	779881	183000	11781	0
CineStar		120809951287634	Facebook	f	Facebook	DE	Germany	7	1	749974	329991	3492	699
Deutsche Post	Deutsche Post	485303194814631	Facebook	f	Facebook	DE	Germany	4	1	749846	309925	1195	199
SPD Magdeburg	SPD Magdeburg	130938260290333	Facebook	f	Facebook	DE	Germany	29	1	709967	168000	6870	1000
ZDF heute	ZDF	112784955679	Facebook	f	Facebook	DE	Germany	4	1	701994	299999	5695	1099
Grüne Mannheim	BÜNDNIS 90/DIE GRÜNEN Kreisverband Mannheim	123290727868673	Facebook	f	Facebook	DE	Germany	52	1	696947	201000	6347	300
Photovoltaik Angebote		154225911862559	Facebook	f	Facebook	DE	Germany	3	1	696050	297530	14973	5975
WWF Deutschland		218786540044	Facebook	f	Facebook	DE	Germany	6	1	690906	315456	7948	1890
MENSCHLICHE WELT	Menschliche Welt	245758938922923	Facebook	f	Facebook	DE	Germany	69	1	673930	152999	8430	399
Junge Union Deutschlands	Junge Union Deutschlands	46098347293	Facebook	f	Facebook	DE	Germany	30	1	671954	181996	3769	200
CDU/CSU-Bundestagsfraktion		190784743602	Facebook	f	Facebook	DE	Germany	46	1	662918	223987	5753	299
HAMBURG ENERGIE		328102567311712	Facebook	f	Facebook	DE	Germany	4	1	659996	265000	1596	300
Volt Deutschland	Volt Deutschland	134209407129787	Facebook	f	Facebook	DE	Germany	234	1	654444	118898	23474	100
Jusos Schleswig-Holstein	Jusos Schleswig-Holstein	185490505413	Facebook	f	Facebook	DE	Germany	37	1	636963	128000	3663	0
CDU-Fraktion im Thüringer Landtag	CDU-Fraktion im Thüringer Landtag	334931334040	Facebook	f	Facebook	DE	Germany	92	1	626907	155999	9907	200
Uwe Conradt: Saarbrücken - gemeinsam - voran.	CDU Saarbrücken Stadt	577254072692345	Facebook	f	Facebook	DE	Germany	29	1	626049	151541	2864	0
ExxonMobil		925007000949719	Facebook	f	Facebook	DE	Germany	11	1	619563	249818	4617	1690
INJOY Limeshain		142494922478911	Facebook	f	Facebook	DE	Germany	61	1	600939	149000	6439	100
ZDF	ZDF	154149027994068	Facebook	f	Facebook	DE	Germany	2	1	599998	250000	1498	600
Unitymedia		298207206864349	Facebook	f	Facebook	DE	Germany	2	1	599998	250000	998	200
Impact Hub Amsterdam		138540482884259	Facebook	f	Facebook	DE	Germany	4	1	597434	219065	694	99
Luchterhand Literaturverlag		341410458159	Facebook	f	Facebook	DE	Germany	9	1	580522	288186	7692	2014
Siedler Verlag		545921772214198	Facebook	f	Facebook	DE	Germany	4	1	563702	210617	1335	252
Junge Liberale JuLis	Junge Liberale	110976485656573	Facebook	f	Facebook	DE	Germany	17	1	559941	180989	6682	1799
Bundesministerium für Arbeit und Soziales	Bundesministerium für Arbeit und Soziales	108268845888673	Facebook	f	Facebook	DE	Germany	9	1	559758	174911	4089	799
Plan International Deutschland		23216224900	Facebook	f	Facebook	DE	Germany	5	1	552994	209999	1794	599
DGB Bundesvorstand		147245511963527	Facebook	f	Facebook	DE	Germany	2	1	548969	209588	596	99
Mehr Wirtschaft wagen	Arbeitgeberverband Gesamtmetall	1805769829749530	Facebook	f	Facebook	DE	Germany	64	1	545308	147229	7515	296
INJOY Gießen		229145433784576	Facebook	f	Facebook	DE	Germany	30	1	528970	126000	5770	700
Ralf Lottermann - Für den Wormser Stadtrat	Ralf Lottermann	364491737725008	Facebook	f	Facebook	DE	Germany	13	1	524987	111000	4487	800
Katapult - Magazin		1511448562405225	Facebook	f	Facebook	DE	Germany	5	1	524138	190557	5042	956
Landeszentrale für politische Bildung Thüringen	Landeszentrale für politische Bildung Thüringen	215460201802938	Facebook	f	Facebook	DE	Germany	17	1	514983	118000	3283	400
Manfred Weber	Manfred Weber	456082177763485	Facebook	f	Facebook	DE	Germany	6	1	504986	220996	2593	499
eToro		105255116217636	Facebook	f	Facebook	DE	Germany	4	1	502219	249815	11461	2292
Deutschland3000		1672408719723194	Facebook	f	Facebook	DE	Germany	1	1	499999	199999	499	100
BZS 23 - Bündnis Zukunft Stuttgart 23	Marc Fuchs 	225413838047902	Facebook	f	Facebook	DE	Germany	9	1	499991	130000	1691	200
KfW		2267695033248801	Facebook	f	Facebook	DE	Germany	1	1	499631	199853	4995	999
Sparkasse		112277272142815	Facebook	f	Facebook	DE	Germany	1	1	499149	199660	498	99
Sommeruniversität der Friedrich-Ebert-Stiftung		122835944458099	Facebook	f	Facebook	DE	Germany	1	1	498907	199563	497	99
Vöslauer		406428446446242	Facebook	f	Facebook	DE	Germany	1	1	497560	199024	994	497
Òmnium International		2177632682563843	Facebook	f	Facebook	DE	Germany	40	1	480201	227522	3539	460
Delara Burkhardt	SPD Schleswig-Holstein	260587924600836	Facebook	f	Facebook	DE	Germany	49	1	460951	127000	5651	200
SPD Sachsen	SPD Sachsen	50169278122	Facebook	f	Facebook	DE	Germany	29	1	445870	120964	4869	499
The Adecco Group Deutschland		1736125310026401	Facebook	f	Facebook	DE	Germany	22	1	441977	175999	4278	799
Johann Gudenus		104145976305577	Facebook	f	Facebook	DE	Germany	13	1	436985	156001	3587	599
Tierschutz hier	Rudolf Görg 	2309063122705796	Facebook	f	Facebook	DE	Germany	17	1	425982	102999	4483	700
Enpal		1326707294032269	Facebook	f	Facebook	DE	Germany	7	1	414992	145999	3193	900
مفوضية اللاجئين		188842724507690	Facebook	f	Facebook	DE	Germany	66	1	405047	149286	3278	517
HC Strache	FPÖ	74865038590	Facebook	f	Facebook	DE	Germany	8	1	402991	139999	3792	1300
FDP Fraktion Bundestag	Fraktion der Freien Demokraten	341486659645594	Facebook	f	Facebook	DE	Germany	75	1	394915	123999	7424	0
FDP Düsseldorf	FDP Düsseldorf	318470087331	Facebook	f	Facebook	DE	Germany	13	1	391987	117000	3287	499
XTB Online Trading		138239466852	Facebook	f	Facebook	DE	Germany	10	1	379864	84972	5988	1799
SPD Halle	SPD Halle (Saale)	219299761494261	Facebook	f	Facebook	DE	Germany	13	1	372987	77000	2087	200
TalentRocket		375241642555673	Facebook	f	Facebook	DE	Germany	7	1	369992	163999	1492	199
Sportmedfitness		1341435309204628	Facebook	f	Facebook	DE	Germany	29	1	367971	90000	3671	200
