day_code	day_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d146	2019-05-26	BG	Bulgaria	108	31	2531361	1036952	13173	2657
d145	2019-05-25	BG	Bulgaria	155	54	3305910	1298297	14653	2800
d144	2019-05-24	BG	Bulgaria	300	82	7270899	2918245	21538	3933
d143	2019-05-23	BG	Bulgaria	295	77	6043042	2467997	18842	3218
d142	2019-05-22	BG	Bulgaria	259	67	4159590	1769633	14516	2453
d141	2019-05-21	BG	Bulgaria	200	60	2600952	1117619	9739	1729
d140	2019-05-20	BG	Bulgaria	143	49	2306525	926896	7883	1270
d139	2019-05-19	BG	Bulgaria	78	32	890518	381318	3107	534
d138	2019-05-18	BG	Bulgaria	39	25	923632	398883	2132	266
d137	2019-05-17	BG	Bulgaria	16	13	80880	24755	204	6
d136	2019-05-16	BG	Bulgaria	2	1	8141	1428	113	0
