country_code_filter	country_name_filter	gender_code	gender_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
DK	Denmark	f	female	9173	1463	53176373	16753845	512640	124042
DK	Denmark	m	male	8987	1412	53907086	16156559	481098	113878
DK	Denmark	u	unknown	7846	1351	853473	258202	8236	1899
