spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_1k	0 - 1k	FI	Finland	Sosialidemokraatit SDP		108945982480217	Facebook	302	1	16147370	5890301	89378	17896
0_1k	0 - 1k	FI	Finland	European Parliament		178362315106	Facebook	70	1	3141692	1169171	19044	5502
0_1k	0 - 1k	FI	Finland	Vihreät - De Gröna		33722070600	Facebook	34	1	2106137	819625	9160	1999
0_1k	0 - 1k	FI	Finland	Kokoomus	Kokoomus	201285237101	Facebook	339	1	1344660	265000	39560	1499
0_1k	0 - 1k	FI	Finland	Keskusta	Suomen Keskusta	55312855747	Facebook	33	1	1273559	311317	5608	599
0_1k	0 - 1k	FI	Finland	WWF Suomi		119054448115588	Facebook	7	1	949886	459952	3992	1099
0_1k	0 - 1k	FI	Finland	Miapetra Kumpula-Natri	Euroopassa Suomen tähden  / Miapetra Kumpula-Natri	922311201130062	Facebook	34	1	787981	241002	8172	1534
0_1k	0 - 1k	FI	Finland	Perussuomalaiset	Perussuomalaiset	181106108341	Facebook	14	1	779711	284911	7083	1699
0_1k	0 - 1k	FI	Finland	Kaisa Penny		259256970891807	Facebook	40	1	747756	252954	5556	399
0_1k	0 - 1k	FI	Finland	Ida Schauman	Schauman Ida Emilia Axelsdotter	1449434138617787	Facebook	289	1	614711	86999	28611	0
0_1k	0 - 1k	FI	Finland	Sirpa Pietikäinen	Sirpa Pietikäinen	140188405326	Facebook	14	1	602503	135779	8107	1871
0_1k	0 - 1k	FI	Finland	Viite - Tieteen ja teknologian vihreät		73631194779	Facebook	6	1	524750	204902	993	99
0_1k	0 - 1k	FI	Finland	Piia Kurki	Piia Kurki	270567833058986	Facebook	28	1	523711	127927	5167	599
0_1k	0 - 1k	FI	Finland	Mikkel Näkkäläjärvi		617733068345315	Facebook	73	1	487922	113999	7626	99
0_1k	0 - 1k	FI	Finland	Eurovaaliehdokas Kari Kallonen	Kallonen Kari Markku	2130226653737235	Facebook	32	1	440953	96997	5167	499
0_1k	0 - 1k	FI	Finland	Greenpeace Suomi	Greenpeace Suomi	9227859351	Facebook	22	1	421977	98000	4488	599
0_1k	0 - 1k	FI	Finland	Svenska folkpartiet i Finland - RKP	Svenska folkpartiet i Finland - RKP	191883307265	Facebook	39	1	406961	159000	4261	100
0_1k	0 - 1k	FI	Finland	Antton Rönnholm	Rekilä Piia Annikki	575908612596562	Facebook	26	1	405222	124999	4499	499
0_1k	0 - 1k	FI	Finland	Camilla Gunell till EU 2019		360575481205047	Facebook	18	1	398850	84973	3381	400
0_1k	0 - 1k	FI	Finland	XAMK - Kaakkois-Suomen ammattikorkeakoulu		1713318895550712	Facebook	29	1	396968	148998	3270	99
0_1k	0 - 1k	FI	Finland	Petri Sarvamaa	Petri Sarvamaa	164624737027350	Facebook	13	1	382026	79407	2792	399
0_1k	0 - 1k	FI	Finland	Finlands svenska socialdemokrater - FSD		174819292560785	Facebook	9	1	366805	79307	2070	296
0_1k	0 - 1k	FI	Finland	Kialo		729627343834501	Facebook	334	1	324233	123002	2273	643
0_1k	0 - 1k	FI	Finland	Vasemmistoliitto		60390955171	Facebook	61	1	315897	62991	7638	399
0_1k	0 - 1k	FI	Finland	Euroopan komissio Suomessa - Europeiska kommissionen i Finland	Euroopan komissio Suomessa - Europeiska kommissionen i Finland	139489762782508	Facebook	7	1	310964	94994	1092	99
