spend_code	spend_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_50	0 - 50	FR	France	11998	3104	62171250	16006882	750602	136
50_100	50 - 100	FR	France	12095	3038	3414390	1271786	18653	2777
100_1k	100 - 1k	FR	France	2482	738	113120025	45844740	592794	175246
1k_5k	1k - 5k	FR	France	330	113	91579593	41796040	844714	174769
5k_10k	5k - 10k	FR	France	19	15	5324772	2635696	68471	28271
10k_50k	10k - 50k	FR	France	4	2	340449	153264	14280	2856
