country_code_filter	country_name_filter	spend_code	spend_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
AT	Austria	0_50	0 - 50	9556	1281	53363337	12970162	699790	19
AT	Austria	50_100	50 - 100	9781	1257	624400	177964	5105	537
AT	Austria	100_1k	100 - 1k	1982	456	81029788	31141604	530031	140694
AT	Austria	1k_5k	1k - 5k	166	53	22482731	9670175	267612	53810
AT	Austria	5k_10k	5k - 10k	12	7	2518976	1209025	30519	15144
AT	Austria	10k_50k	10k - 50k	1	1	12194	6097	542	108
