spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_1k	0 - 1k	AT	Austria	SPÖ	SPÖ	77393060080	Facebook	724	1	15757416	5257975	119830	15398
0_1k	0 - 1k	AT	Austria	Harald Vilimsky		547597092025909	Facebook	157	1	10280717	4224960	59042	17199
0_1k	0 - 1k	AT	Austria	Claudia Gamon	NEOS	447992848717452	Facebook	268	1	8330723	2854996	56431	9399
0_1k	0 - 1k	AT	Austria	kontrast.at	kontrast.at	1079650008770485	Facebook	104	1	8091891	3234997	42695	13599
0_1k	0 - 1k	AT	Austria	Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	1318	1	6677192	1464904	148011	4398
0_1k	0 - 1k	AT	Austria	Andreas Schieder	SPÖ	290881691011354	Facebook	159	1	5796474	1659461	40052	7531
0_1k	0 - 1k	AT	Austria	Greenpeace Österreich	Greenpeace Österreich	32984679070	Facebook	608	1	5323363	1567988	66191	1499
0_1k	0 - 1k	AT	Austria	HC Strache	FPÖ	74865038590	Facebook	69	1	5035927	2095998	24630	7199
0_1k	0 - 1k	AT	Austria	Die Grünen	Die Grünen	21759893033	Facebook	99	1	4849887	1487994	31800	5499
0_1k	0 - 1k	AT	Austria	Europäisches Parlament Österreich		124468054313069	Facebook	35	1	4394900	1824972	18064	6399
0_1k	0 - 1k	AT	Austria	Europäische Kommission - Vertretung in Österreich		187626534620326	Facebook	18	1	3079960	1261991	4581	699
0_1k	0 - 1k	AT	Austria	Karoline Edtstadler	Salzburger Volkspartei	1580540041983231	Facebook	290	1	2858349	662881	40206	2899
0_1k	0 - 1k	AT	Austria	Stadt Wien	Stadt Wien	110971788921077	Facebook	49	1	2743950	938999	10850	1500
0_1k	0 - 1k	AT	Austria	European Parliament		178362315106	Facebook	115	1	2549878	921678	17814	2403
0_1k	0 - 1k	AT	Austria	OÖVP - die Oberösterreichische Volkspartei	Oberösterreichische Volkspartei	289163077789256	Facebook	39	1	1944960	520999	5460	400
0_1k	0 - 1k	AT	Austria	Johann Gudenus		104145976305577	Facebook	50	1	1823937	706993	11049	1799
0_1k	0 - 1k	AT	Austria	Dominik Nepp	FPÖ-Wien	135953609780627	Facebook	20	1	1611980	685000	9580	3000
0_1k	0 - 1k	AT	Austria	Othmar Karas	Volkspartei	395638503864459	Facebook	442	1	1605558	327000	49358	1400
0_1k	0 - 1k	AT	Austria	Wirtschaftskammer		125946327466544	Facebook	162	1	1308838	325000	19238	800
0_1k	0 - 1k	AT	Austria	Julia Herr	Sozialistische Jugend Österreich	345172509462824	Facebook	22	1	1209974	493998	9777	2999
0_1k	0 - 1k	AT	Austria	SPÖ Kärnten	SPÖ Kärnten	10150145829810364	Facebook	33	1	1156966	393000	8567	1600
0_1k	0 - 1k	AT	Austria	Pamela Rendi-Wagner	SPÖ-Parlamentsklub	1673371229636129	Facebook	72	1	1075289	273548	6870	99
0_1k	0 - 1k	AT	Austria	FPÖ	FPÖ	169051073236170	Facebook	15	1	1010984	441999	7284	1999
0_1k	0 - 1k	AT	Austria	Kialo		729627343834501	Facebook	353	1	951154	312389	5973	1441
0_1k	0 - 1k	AT	Austria	Günther Sidl	BSA Niederösterreich	806694216374998	Facebook	19	1	819980	342000	3581	700
0_1k	0 - 1k	AT	Austria	Lukas Mandl	Verein VSM - Vorzugsstimmen für Mandl	436914289678818	Facebook	101	1	735886	218997	11998	500
0_1k	0 - 1k	AT	Austria	GRAS - Grüne & Alternative Student_innen	GRAS - Grüne & Alternative Student_innen	79935247286	Facebook	31	1	709907	188984	7468	1099
0_1k	0 - 1k	AT	Austria	Alex Bernhuber	Niederösterreichischer Bauernbund	382872055842390	Facebook	196	1	701803	167999	21003	400
0_1k	0 - 1k	AT	Austria	GPA-djp	GPA-djp	214499840736	Facebook	30	1	690970	168000	2970	0
0_1k	0 - 1k	AT	Austria	ÖGPP - Österr. Gesellschaft für Politikberatung und Politikentwicklung		345168305518984	Facebook	15	1	674779	293917	5252	1043
0_1k	0 - 1k	AT	Austria	Wirtschaftsbund Österreich	Wirtschaftsbund Österreich	385183128166442	Facebook	149	1	669850	162999	16351	399
0_1k	0 - 1k	AT	Austria	1Europa	Peter Glawischnig	320389701908367	Facebook	20	1	655980	170000	4380	600
0_1k	0 - 1k	AT	Austria	European Greens	European Greens	141366725876424	Facebook	11	1	637776	268882	1460	683
0_1k	0 - 1k	AT	Austria	Werner Kogler	Die Grünen	133612666671985	Facebook	15	1	621984	159999	5584	1299
0_1k	0 - 1k	AT	Austria	Klang der Solidarität		385076005313967	Facebook	70	1	608301	246215	1378	155
0_1k	0 - 1k	AT	Austria	Maximilian Krauss		590930261019192	Facebook	97	1	564903	147000	11603	500
0_1k	0 - 1k	AT	Austria	Sarah Wiener	Die Grünen	970529566390833	Facebook	8	1	559991	204999	2392	399
0_1k	0 - 1k	AT	Austria	Sozialdemokratischer Wirtschaftsverband Wien		217664835989	Facebook	22	1	558971	119998	6177	999
0_1k	0 - 1k	AT	Austria	Plan International Österreich		115130990779	Facebook	14	1	555985	212999	4285	999
0_1k	0 - 1k	AT	Austria	NR KLUB JETZT	NR KLUB JETZT	833013456857401	Facebook	64	1	532936	139000	6336	0
0_1k	0 - 1k	AT	Austria	SPÖ Oberösterreich	SPÖ Oberösterreich	208930355786005	Facebook	19	1	516980	172000	3881	500
0_1k	0 - 1k	AT	Austria	Heumilch		184745071568863	Facebook	1	1	499982	199993	998	499
0_1k	0 - 1k	AT	Austria	NEOS	NEOS	327450964017497	Facebook	56	1	460944	96000	6744	300
0_1k	0 - 1k	AT	Austria	Wochenblick	Wochenblick	991628130904203	Facebook	14	1	459985	136999	3885	899
0_1k	0 - 1k	AT	Austria	Austrian World Summit	R2o Austria & EU	1852365868311086	Facebook	143	1	395817	66993	14155	0
0_1k	0 - 1k	AT	Austria	Sozialdemokratische Partei Europas	Sozialdemokratische Partei Europas	338549033673221	Facebook	14	1	365656	103695	1285	99
0_1k	0 - 1k	AT	Austria	Addendum		109044023134793	Facebook	11	1	360941	160983	2688	399
0_1k	0 - 1k	AT	Austria	Evelyn Regner	SPÖ	291746820967544	Facebook	24	1	354976	88000	2376	0
0_1k	0 - 1k	AT	Austria	FSG - Fraktion Sozialdemokratischer GewerkschafterInnen	GewerkschafterInnen in der SPÖ	364093897023468	Facebook	25	1	352974	105999	7274	1199
0_1k	0 - 1k	AT	Austria	Unser Niederösterreich	Unser Niederösterreich	469284460250113	Facebook	84	1	323916	76999	8316	0
0_1k	0 - 1k	AT	Austria	Barbara M. Thaler		1945277729020140	Facebook	19	1	314980	71000	2681	200
0_1k	0 - 1k	AT	Austria	Österreichische Gesellschaft für Europapolitik	Österreichische Gesellschaft für Europapolitik	290449626693	Facebook	7	1	301989	89999	2692	499
0_1k	0 - 1k	AT	Austria	Freiheitliche Jugend	Freiheitliche Jugend	261850724850	Facebook	11	1	299989	99000	1889	200
0_1k	0 - 1k	AT	Austria	Christian Pirker		200189984169557	Facebook	80	1	295899	70995	8319	99
0_1k	0 - 1k	AT	Austria	Michael Raml	FPÖ Linz	1499759610320321	Facebook	22	1	291977	63999	2978	200
0_1k	0 - 1k	AT	Austria	Wolfram Pirchner	Österreichischer Seniorenbund	296676857050295	Facebook	9	1	289904	69956	2486	399
0_1k	0 - 1k	AT	Austria	Niko Swatek	NEOS Steiermark	424384408037670	Facebook	8	1	284992	96000	1192	100
0_1k	0 - 1k	AT	Austria	Grüne Jugend - Grünalternative Jugend	Grüne Jugend - Grünalternative Jugend	533665483708070	Facebook	21	1	277978	95999	2078	0
0_1k	0 - 1k	AT	Austria	Christian Dax	SPÖ Burgenland	1232990493514860	Facebook	17	1	274923	60988	1681	0
0_1k	0 - 1k	AT	Austria	Freiheitliche Arbeitnehmer Oberösterreich	Freiheitliche Arbeitnehmer Oberösterreich	346842098763288	Facebook	10	1	269990	113000	1889	500
0_1k	0 - 1k	AT	Austria	Amnesty International Austria		30925241455	Facebook	19	1	246980	63999	1880	0
0_1k	0 - 1k	AT	Austria	LET'S CEE Film Festival	LET'S CEE Film Festival	374807339208829	Facebook	70	1	242801	56971	6927	0
0_1k	0 - 1k	AT	Austria	Die Innsbrucker Grünen		185943534768550	Facebook	22	1	233977	48999	2577	100
0_1k	0 - 1k	AT	Austria	Die Grünen Wien	Die Grünen Wien	88676876113	Facebook	7	1	219992	47000	1093	100
0_1k	0 - 1k	AT	Austria	Keinen Millimeter	Michael Dorner	356665748284436	Facebook	7	1	219992	46999	1092	99
0_1k	0 - 1k	AT	Austria	Die Grünen Steiermark	Die Grünen Steiermark	97997637890	Facebook	34	1	218966	66000	3366	0
0_1k	0 - 1k	AT	Austria	Die Tiroler Grünen	Die Tiroler Grünen	112941499555	Facebook	37	1	217962	65000	3662	0
0_1k	0 - 1k	AT	Austria	Europa-Wahl 2019	Michael Eisenriegler Bakk Phil	489866264465481	Facebook	17	1	214982	66999	1682	0
0_1k	0 - 1k	AT	Austria	Grüner Fisher Investments		138832469593845	Facebook	38	1	213962	61000	9862	1800
0_1k	0 - 1k	AT	Austria	Zalando		451619258340545	Facebook	1	1	199999	100000	999	500
0_1k	0 - 1k	AT	Austria	Team Kurz		1446536545429987	Facebook	1	1	199999	100000	499	99
0_1k	0 - 1k	AT	Austria	Meins		1475362469455962	Facebook	2	1	199997	99999	997	199
0_1k	0 - 1k	AT	Austria	Hermann Schützenhöfer	Steirische Volkspartei	141720165842248	Facebook	7	1	179993	42000	1093	100
0_1k	0 - 1k	AT	Austria	Peter Haubner		276851356116014	Facebook	32	1	178964	50999	4367	299
0_1k	0 - 1k	AT	Austria	AUGE/UG - Alternative, Grüne und Unabhängige GewerkschafterInnen		422601690429	Facebook	8	1	170992	34000	1992	300
0_1k	0 - 1k	AT	Austria	Markus Hein	FPÖ Linz	624525897689879	Facebook	32	1	168965	42998	3567	100
0_1k	0 - 1k	AT	Austria	Gottfried Waldhäusl		627580790692097	Facebook	17	1	166982	43999	2482	199
0_1k	0 - 1k	AT	Austria	Christian Zoll		601419393620184	Facebook	4	1	164996	66000	796	100
0_1k	0 - 1k	AT	Austria	Mario Kunasek	FPÖ - Landespartei Steiermark	66095458281	Facebook	5	1	164989	35998	1694	299
0_1k	0 - 1k	AT	Austria	Tiroler Volkspartei	Tiroler Volkspartei	217386655005525	Facebook	5	1	155995	31000	1295	200
0_1k	0 - 1k	AT	Austria	CARE Österreich		163811269488	Facebook	5	1	155995	31000	895	100
0_1k	0 - 1k	AT	Austria	Pichler Rechtsanwalt GmbH		173392966052461	Facebook	3	1	154997	61000	1597	600
0_1k	0 - 1k	AT	Austria	WOMAN		387726029923	Facebook	3	1	154996	60999	296	0
0_1k	0 - 1k	AT	Austria	Sebastian Bohrn Mena	Sebastian Bohrn Mena	1583324305255890	Facebook	24	1	154976	58000	2376	0
0_1k	0 - 1k	AT	Austria	Volkspartei Niederösterreich	Volkspartei Niederösterreich	185269004912086	Facebook	55	1	153944	33000	5445	0
0_1k	0 - 1k	AT	Austria	NRC Flüchtlingshilfe Österreich		1860307574279839	Facebook	3	1	150996	59999	1096	199
0_1k	0 - 1k	AT	Austria	Thomas Drozda	SPÖ	665544580263664	Facebook	18	1	150981	42000	1781	0
0_1k	0 - 1k	AT	Austria	Manuela Auer		317935895015846	Facebook	3	1	149997	30000	1497	300
0_1k	0 - 1k	AT	Austria	Arbeiterkammer Niederösterreich		200201856970	Facebook	2	1	149993	59999	597	100
0_1k	0 - 1k	AT	Austria	ServusTV		248450014269	Facebook	3	1	149978	29996	296	0
0_1k	0 - 1k	AT	Austria	Sebastian Kurz	Volkspartei	105151752909840	Facebook	30	1	145970	35000	2970	0
0_1k	0 - 1k	AT	Austria	KWB		134452439906870	Facebook	12	1	138987	29999	1187	0
0_1k	0 - 1k	AT	Austria	Sozialistische Jugend Steiermark	Sozialistische Jugend Steiermark	132022020234948	Facebook	15	1	125985	31000	1485	0
0_1k	0 - 1k	AT	Austria	Stephan Pernkopf		530256460340682	Facebook	57	1	125942	15000	6043	100
0_1k	0 - 1k	AT	Austria	Thomas Waitz		235816017203590	Facebook	6	1	124982	27997	993	99
0_1k	0 - 1k	AT	Austria	Die Grünen Oberösterreich	Die Grünen Oberösterreich	84955135551	Facebook	11	1	121951	41981	1088	0
0_1k	0 - 1k	AT	Austria	Salzburger Volkspartei	Salzburger Volkspartei	243190742384882	Facebook	7	1	120992	23999	1492	199
0_1k	0 - 1k	AT	Austria	Johanna Mikl-Leitner	Volkspartei Niederösterreich	1265927890114720	Facebook	83	1	119917	12000	8216	0
0_1k	0 - 1k	AT	Austria	AktionsGemeinschaft Uni Wien	AktionsGemeinschaft	185474925851	Facebook	5	1	114995	23000	495	0
0_1k	0 - 1k	AT	Austria	SPÖ Wien	SPÖ Wien	88108406133	Facebook	18	1	111981	39999	1781	0
0_1k	0 - 1k	AT	Austria	Bettina Vollath		1557956091147559	Facebook	4	1	110996	52000	796	100
0_1k	0 - 1k	AT	Austria	alles roger?		526014004225437	Facebook	3	1	109996	24999	697	100
0_1k	0 - 1k	AT	Austria	Ordensgemeinschaften Österreich		341397769286892	Facebook	3	1	109996	24999	296	0
0_1k	0 - 1k	AT	Austria	Ring Freiheitlicher Studenten RFS		148597481866190	Facebook	3	1	109993	24998	696	99
0_1k	0 - 1k	AT	Austria	Gernot Blümel	Neue Volkspartei Wien	1644414509160673	Facebook	5	1	107995	51000	895	100
