region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
abruzzo	Abruzzo	IT	Italy	8829	2079	1608415	435991	15674	285
aosta_valley	Aosta Valley	IT	Italy	6904	1648	202019	53533	1144	16
basilicata	Basilicata	IT	Italy	8014	1874	2193659	751395	10526	547
calabria	Calabria	IT	Italy	8891	2105	2886770	928850	17235	815
campania	Campania	IT	Italy	9926	2373	15328598	4944678	88689	5742
emilia_romagna	Emilia-Romagna	IT	Italy	10843	2676	15760847	4780972	129197	5450
friuli_venezia_giulia	Friuli-Venezia Giulia	IT	Italy	8910	2134	1895748	590775	20625	811
lazio	Lazio	IT	Italy	10649	2653	21744626	7046916	135166	9548
liguria	Liguria	IT	Italy	9433	2229	3302788	903968	28891	845
lombardia	Lombardia	IT	Italy	11960	2993	32900921	11038011	212228	15697
marche	Marche	IT	Italy	8983	2162	2968279	885533	24044	446
molise	Molise	IT	Italy	7551	1772	188166	47422	2184	110
piedmont	Piedmont	IT	Italy	10873	2598	22364659	7516745	143459	13989
puglia	Puglia	IT	Italy	9558	2314	9316055	2789687	59408	2983
sardinia	Sardinia	IT	Italy	8450	2029	1492203	438297	11786	304
sicilia	Sicilia	IT	Italy	9287	2272	13476345	4574574	74220	5546
trentino_alto_adige	Trentino-Alto Adige	IT	Italy	8471	2108	3080620	899163	24505	1469
tuscany	Tuscany	IT	Italy	10024	2530	12077907	3688172	95323	4145
umbria	Umbria	IT	Italy	8651	2101	3835435	1053087	30496	716
veneto	Veneto	IT	Italy	10222	2564	15634964	4896270	103771	5527
