day_code	day_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d137	2019-05-17	EL	Greece	1233	265	9200632	3537548	39324	3692
d136	2019-05-16	EL	Greece	1480	294	11874795	4402648	49862	4049
d135	2019-05-15	EL	Greece	1474	292	11667511	4338470	47666	4068
d134	2019-05-14	EL	Greece	1304	291	9580577	3425286	37682	3381
d133	2019-05-13	EL	Greece	1161	282	8631522	3114717	31058	3002
d132	2019-05-12	EL	Greece	1124	280	10929117	4183462	32802	3881
d131	2019-05-11	EL	Greece	1123	296	9989426	3780695	31361	3152
d130	2019-05-10	EL	Greece	1089	283	8935379	3262643	28895	2868
d129	2019-05-09	EL	Greece	965	266	7253109	2634479	23988	1949
d128	2019-05-08	EL	Greece	943	261	9310032	3463743	30122	3516
d127	2019-05-07	EL	Greece	839	248	6482514	2482665	23766	2413
d126	2019-05-06	EL	Greece	740	222	5421064	1975142	20468	2085
d125	2019-05-05	EL	Greece	743	214	6186575	2275451	20516	2305
d124	2019-05-04	EL	Greece	915	211	7403172	2721761	28211	2726
d123	2019-05-03	EL	Greece	915	224	5750244	2130091	23451	2270
d122	2019-05-02	EL	Greece	891	213	5326789	1940083	20654	1734
d121	2019-05-01	EL	Greece	758	193	3616508	1360044	14840	1228
d120	2019-04-30	EL	Greece	880	200	3846510	1397594	15806	1364
d119	2019-04-29	EL	Greece	858	208	3834838	1424208	15398	1708
d118	2019-04-28	EL	Greece	790	201	2552127	936908	10912	1067
d117	2019-04-27	EL	Greece	765	212	3714401	1376549	15202	1841
d116	2019-04-26	EL	Greece	836	223	4115231	1513550	18360	2173
d115	2019-04-25	EL	Greece	814	226	4833108	1831374	16186	1423
d114	2019-04-24	EL	Greece	739	226	2393096	759029	11944	614
d113	2019-04-23	EL	Greece	803	226	5481788	1904096	19185	1554
d112	2019-04-22	EL	Greece	718	222	7207138	2775040	29846	4840
d111	2019-04-21	EL	Greece	640	209	6041540	2397568	23805	4158
d110	2019-04-20	EL	Greece	613	218	2243391	735873	7757	633
d109	2019-04-19	EL	Greece	633	226	2705332	950449	9478	994
d108	2019-04-18	EL	Greece	615	224	2002090	705425	6976	553
