gender_code	gender_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	RO	Romania	6966	1361	169660843	70011729	348342	76019
m	male	RO	Romania	6782	1341	208922400	86367677	436524	96196
u	unknown	RO	Romania	5941	1231	520759	210428	1394	302
