recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-15	2019-05-15	BE	Belgium	3224	354	15322867	5670585	105200	16716
rd2	Last 2 days	2019-05-14	2019-05-15	BE	Belgium	3383	372	32435886	11954877	223966	35886
rd3	Last 3 days	2019-05-13	2019-05-15	BE	Belgium	3526	391	49726909	18437953	335801	55455
rd4	Last 4 days	2019-05-12	2019-05-15	BE	Belgium	3721	414	63965617	23797585	428808	72154
rd5	Last 5 days	2019-05-11	2019-05-15	BE	Belgium	3863	430	80360378	30203700	538871	97333
rd6	Last 6 days	2019-05-10	2019-05-15	BE	Belgium	4020	444	94228337	35362064	629329	113156
rw1	Last week	2019-05-09	2019-05-15	BE	Belgium	4179	460	106281808	39843718	719463	128413
rw2	Last 2 weeks	2019-05-02	2019-05-15	BE	Belgium	5242	575	179424172	68896746	1253545	230086
rw3	Last 3 weeks	2019-04-25	2019-05-15	BE	Belgium	6379	724	233471934	90080492	1626283	298924
rw4	Last 4 weeks	2019-04-18	2019-05-15	BE	Belgium	7239	884	268480302	103497324	1865301	341025
rm1	Last month	2019-04-16	2019-05-15	BE	Belgium	7393	928	274900338	105907806	1912771	349118
rm2	Last 2 months	2019-03-17	2019-05-15	BE	Belgium	10802	1833	335203571	128246172	2314061	410292
rm3	Last 3 months	2019-02-15	2019-05-15	BE	Belgium	11672	2040	353457797	135074882	2455530	435288
rm6	Last 6 months	2019-01-01	2019-05-15	BE	Belgium	12053	2096	360292201	137922086	2500208	444599
