country_code_filter	country_name_filter	day_code	day_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
HR	Croatia	d132	2019-05-12	299	88	1832097	583385	6994	332
HR	Croatia	d131	2019-05-11	336	94	1876759	597180	6781	349
HR	Croatia	d130	2019-05-10	367	97	2083047	655070	6696	394
HR	Croatia	d129	2019-05-09	343	95	1771162	550800	4933	276
HR	Croatia	d128	2019-05-08	293	88	1227361	382676	3348	207
HR	Croatia	d127	2019-05-07	295	88	2234491	801245	5130	638
HR	Croatia	d126	2019-05-06	276	86	1540732	549328	3467	437
HR	Croatia	d125	2019-05-05	269	87	1307974	467658	3367	425
HR	Croatia	d124	2019-05-04	241	84	1438779	570144	3521	560
HR	Croatia	d123	2019-05-03	263	92	1175277	461177	3818	329
