advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	platform_code_filter	platform_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Referendum Commission		580832208630212	Facebook	f	Facebook	IE	Ireland	38	1	9868227	4434082	64285	13224
European Parliament		178362315106	Facebook	f	Facebook	IE	Ireland	104	1	8450270	3590268	56035	10050
Dominic Hannigan	Dominic Hannigan	210059959032336	Facebook	f	Facebook	IE	Ireland	189	1	6946563	2174930	37360	5495
Luke 'Ming' Flanagan MEP	Luke 'Ming' Flanagan MEP	182354901841834	Facebook	f	Facebook	IE	Ireland	3	1	2199998	1100000	10497	2100
European Greens		141366725876424	Facebook	f	Facebook	IE	Ireland	44	1	2164040	1043895	15061	4160
Fine Gael	Fine Gael	264172043210	Facebook	f	Facebook	IE	Ireland	8	1	2109993	905000	10092	3200
Fianna Fáil	Fianna Fáil	222629035132	Facebook	f	Facebook	IE	Ireland	38	1	1414956	447997	5461	700
Sean Kelly MEP		340786422717552	Facebook	f	Facebook	IE	Ireland	73	1	1205926	426999	10026	700
Matt Carthy	Carthy Matt	580216935345125	Facebook	f	Facebook	IE	Ireland	31	1	1190969	322000	4669	400
Kialo		729627343834501	Facebook	f	Facebook	IE	Ireland	343	1	1050787	452850	6057	1649
Malcolm Byrne	Malcolm Byrne Page	34812247970	Facebook	f	Facebook	IE	Ireland	15	1	814985	226000	2785	600
Alice Mary Higgins for Europe	Alice Mary Higgins	1055105841226515	Facebook	f	Facebook	IE	Ireland	34	1	809678	178856	4563	300
Facebook Ireland	Facebook Ireland	43110923010	Facebook	f	Facebook	IE	Ireland	4	1	799995	399999	3995	1999
Labour Party	Labour Party	164027949687	Facebook	f	Facebook	IE	Ireland	8	1	754991	360999	3191	599
Women for Election	Women for Election	115885998520125	Facebook	f	Facebook	IE	Ireland	10	1	619989	249999	3389	599
Anne Rabbitte TD	Rabbitte Anne Marie	1426461550915658	Facebook	f	Facebook	IE	Ireland	9	1	609784	214896	2090	299
Andrew Doyle	Andrew Doyle	200875073325354	Facebook	f	Facebook	IE	Ireland	9	1	559990	204999	2090	299
Maria Walsh	Fine Gael	883806764992893	Facebook	f	Facebook	IE	Ireland	18	1	547981	120999	3781	500
Cllr. Éilis Ryan for Europe		787376334669425	Facebook	f	Facebook	IE	Ireland	16	1	546984	202000	2784	300
Guy Verhofstadt		99985820015	Facebook	f	Facebook	IE	Ireland	2	1	504047	192309	1006	457
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	f	Facebook	IE	Ireland	39	1	502283	170770	2376	363
Department of Foreign Affairs and Trade		449282445418073	Facebook	f	Facebook	IE	Ireland	1	1	499999	200000	4999	1000
Pro Life Campaign Ireland	Pro Life Campaign Ireland	224615650378	Facebook	f	Facebook	IE	Ireland	5	1	499994	219999	3494	1299
Deirdre Clune MEP	Deirdre Clune MEP	516116248507364	Facebook	f	Facebook	IE	Ireland	14	1	490985	136999	2986	400
Saoirse McHugh for MEP	Green Party Ireland	2242183922693730	Facebook	f	Facebook	IE	Ireland	13	1	426986	90999	1286	0
