country_code_filter	country_name_filter	audience_code	audience_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
RO	Romania	m25_34	male (25-34)	5341	1200	36743920	15617612	76569	17180
RO	Romania	m35_44	male (35-44)	5325	1187	35118407	14700126	73860	16392
RO	Romania	m45_54	male (45-54)	5211	1142	33522394	13860344	76148	16882
RO	Romania	m18_24	male (18-24)	4880	1112	28489581	12182188	54248	12045
RO	Romania	f45_54	female (45-54)	5354	1166	26014210	10803160	56694	12641
RO	Romania	f55_64	female (55-64)	4781	1096	26007960	10476949	57525	12433
RO	Romania	f18_24	female (18-24)	4976	1125	22491594	9684818	38216	8428
RO	Romania	f35_44	female (35-44)	5469	1204	21555137	9092248	44269	9845
RO	Romania	f25_34	female (25-34)	5462	1214	20629587	8822107	44118	9794
RO	Romania	m55_64	male (55-64)	4667	1079	20275757	8187942	45748	9840
RO	Romania	f65_	female (65+)	3980	969	12828421	5103861	29461	6339
RO	Romania	m65_	male (65+)	3921	951	9625940	3857832	22200	4743
RO	Romania	f13_17	female (13-17)	796	242	1978441	780710	3240	494
RO	Romania	m13_17	male (13-17)	777	237	1961062	770087	3688	606
RO	Romania	u35_44	unknown (35-44)	4081	975	154602	63305	425	92
RO	Romania	u25_34	unknown (25-34)	3622	922	97000	40206	269	58
RO	Romania	u45_54	unknown (45-54)	3738	895	65563	26472	193	41
RO	Romania	u55_64	unknown (55-64)	2848	766	30958	12327	79	16
RO	Romania	u18_24	unknown (18-24)	2477	692	29918	12490	79	15
RO	Romania	u65_	unknown (65+)	2258	663	23328	9266	59	12
RO	Romania	u13_17	unknown (13-17)	324	146	3435	1327	5	0
