advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	w007	Week 7	BG	Bulgaria	3	1	16467	5827	122	32
eToro		193863317737	Facebook	w007	Week 7	BG	Bulgaria	1	1	2152	1076	4	0
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	w007	Week 7	BG	Bulgaria	1	1	1867	373	3	0
Lisa's Law Solicitors	Lisa's Law Solicitors	739722549392872	Facebook	w007	Week 7	BG	Bulgaria	2	1	1316	658	1	0
Lope De Aguirre Productions		382404075827196	Facebook	w007	Week 7	BG	Bulgaria	1	1	902	180	1	0
Melba Culp		902971599738051	Facebook	w007	Week 7	BG	Bulgaria	3	1	896	179	2	0
Council of the European Union		147547541961576	Facebook	w007	Week 7	BG	Bulgaria	1	1	860	430	4	0
Animal Matters	Animal Matters	1439364926329185	Facebook	w007	Week 7	BG	Bulgaria	1	1	728	145	1	0
Sumatran Orangutan Society (SOS)	Sumatran Orangutan Society	352804059518	Facebook	w007	Week 7	BG	Bulgaria	1	1	532	106	1	0
FT Content Solutions		1220981994590364	Facebook	w007	Week 7	BG	Bulgaria	2	1	377	75	0	0
5Pillars	5 Pillars	490858150969676	Facebook	w007	Week 7	BG	Bulgaria	1	1	364	182	2	1
USR Diaspora	USR Diaspora	1793510380925494	Facebook	w007	Week 7	BG	Bulgaria	1	1	251	125	0	0
RSM MBA		110428762358678	Facebook	w007	Week 7	BG	Bulgaria	2	1	219	89	0	0
Columbia University in the City of New York		102471088936	Facebook	w007	Week 7	BG	Bulgaria	3	1	99	39	0	0
Le Monde		14892757589	Facebook	w007	Week 7	BG	Bulgaria	6	1	73	29	0	0
Open Society Foundations		18983389920	Facebook	w007	Week 7	BG	Bulgaria	2	1	44	8	0	0
David Stephen Patterson		255774634874100	Facebook	w007	Week 7	BG	Bulgaria	1	1	41	0	3	0
Pinksixty	Leeze Lawrence	108182029247820	Facebook	w007	Week 7	BG	Bulgaria	1	1	33	0	3	0
Sci Ani		1177000815657627	Facebook	w007	Week 7	BG	Bulgaria	1	1	27	5	0	0
Soviet Visuals		1160495674016675	Facebook	w007	Week 7	BG	Bulgaria	4	1	22	4	0	0
Kaar Kaas Sonn		215255338679306	Facebook	w007	Week 7	BG	Bulgaria	1	1	22	11	0	0
ADAR		175390195814995	Facebook	w007	Week 7	BG	Bulgaria	1	1	22	11	0	0
History Collection		291232054552141	Facebook	w007	Week 7	BG	Bulgaria	3	1	19	3	0	0
Shitcoinlovers.shop		243275546399349	Facebook	w007	Week 7	BG	Bulgaria	1	1	14	0	1	0
Régime sans sel.fr		812443362193137	Facebook	w007	Week 7	BG	Bulgaria	1	1	11	2	0	0
ALDE Giurgiu		463507610853279	Facebook	w007	Week 7	BG	Bulgaria	1	1	10	2	0	0
Andreas Schieder	SPÖ	290881691011354	Facebook	w007	Week 7	BG	Bulgaria	2	1	7	1	0	0
Gherson		422351344832507	Facebook	w007	Week 7	BG	Bulgaria	1	1	6	3	0	0
Comitato Ventotene		512282875616533	Facebook	w007	Week 7	BG	Bulgaria	1	1	5	1	0	0
International Panel of Parliamentarians for Freedom of Religion or Belief		1647745268803165	Facebook	w007	Week 7	BG	Bulgaria	1	1	4	2	0	0
Harvard Business Review		10423517786	Facebook	w007	Week 7	BG	Bulgaria	1	1	4	0	0	0
Razvlekalovo		1676086822474842	Facebook	w007	Week 7	BG	Bulgaria	1	1	3	0	0	0
YOGA BURN		146316959083110	Facebook	w007	Week 7	BG	Bulgaria	1	1	1	0	0	0
IFES - International Fellowship of Evangelical Students		96156071216	Facebook	w007	Week 7	BG	Bulgaria	1	1	1	0	0	0
Columbia Alumni Association		195421575197	Facebook	w007	Week 7	BG	Bulgaria	1	1	1	0	0	0
Smart Water Magazine		634705100258374	Facebook	w007	Week 7	BG	Bulgaria	1	1	0	0	0	0
Roposo - TV By The People		574950735891850	Facebook	w007	Week 7	BG	Bulgaria	1	1	0	0	0	0
