audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f18_24	female (18-24)	NL	Netherlands	6221	1417	18987935	7709858	144245	30044
m18_24	male (18-24)	NL	Netherlands	6012	1376	16783701	6813537	127324	25446
m25_34	male (25-34)	NL	Netherlands	6709	1521	13931149	5493491	108594	20427
f25_34	female (25-34)	NL	Netherlands	7049	1575	13692235	5367846	109958	20701
f45_54	female (45-54)	NL	Netherlands	6397	1477	11156355	4345934	102611	20443
f35_44	female (35-44)	NL	Netherlands	6875	1545	10307931	4033585	88900	17122
f55_64	female (55-64)	NL	Netherlands	5513	1370	9278448	3498568	90483	17890
m45_54	male (45-54)	NL	Netherlands	6003	1424	8799053	3434032	74338	13538
m35_44	male (35-44)	NL	Netherlands	6490	1482	8771655	3449016	71037	13051
f65_	female (65+)	NL	Netherlands	4943	1219	7696205	2903799	70117	13877
m55_64	male (55-64)	NL	Netherlands	5224	1326	6413870	2393591	59820	10869
m65_	male (65+)	NL	Netherlands	4747	1186	4968669	1828221	45749	8304
f13_17	female (13-17)	NL	Netherlands	912	264	2460960	1112876	6288	1167
m13_17	male (13-17)	NL	Netherlands	939	253	1869908	842091	5035	825
u35_44	unknown (35-44)	NL	Netherlands	5061	1249	137132	51870	1194	211
u25_34	unknown (25-34)	NL	Netherlands	4926	1225	113140	42435	981	167
u45_54	unknown (45-54)	NL	Netherlands	4437	1141	93522	35087	840	150
u18_24	unknown (18-24)	NL	Netherlands	3886	1005	67119	25329	621	101
u55_64	unknown (55-64)	NL	Netherlands	3409	997	48766	17434	520	86
u65_	unknown (65+)	NL	Netherlands	3149	908	40907	14572	387	68
u13_17	unknown (13-17)	NL	Netherlands	542	195	8752	3922	24	3
