country_code_filter	country_name_filter	region_code	region_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
PL	Poland	masovian_voivodeship	Masovian Voivodeship	4786	1127	20664064	7238293	86798	17963
PL	Poland	silesian_voivodeship	Silesian Voivodeship	3998	998	10315108	3343184	25367	4146
PL	Poland	lublin_voivodeship	Lublin Voivodeship	3421	837	6728250	2518195	15340	2934
PL	Poland	kuyavian_pomeranian_voivodeship	Kuyavian-Pomeranian Voivodeship	3519	870	4930328	1544313	14055	2202
PL	Poland	greater_poland_voivodeship	Greater Poland Voivodeship	3877	971	4808395	1693855	12804	2152
PL	Poland	pomeranian_voivodeship	Pomeranian Voivodeship	3689	921	4773326	1525815	14350	2455
PL	Poland	lodz_voivodeship	Łódź Voivodeship	3745	921	4565031	1475164	12379	1901
PL	Poland	lesser_poland_voivodeship	Lesser Poland Voivodeship	3970	1010	3981436	1383698	13134	1990
PL	Poland	lower_silesian_voivodeship	Lower Silesian Voivodeship	3852	1014	3747746	1239273	11302	1753
PL	Poland	west_pomeranian_voivodeship	West Pomeranian Voivodeship	3468	867	2375916	671542	8619	1091
PL	Poland	warmian_masurian_voivodeship	Warmian-Masurian Voivodeship	3206	785	1675999	551669	3762	748
PL	Poland	podkarpackie_voivodeship	Podkarpackie Voivodeship	3186	813	1372257	475197	3831	553
PL	Poland	podlaskie_voivodeship	Podlaskie Voivodeship	3099	771	1124916	371208	2766	439
PL	Poland	swietokrzyskie_voivodeship	Świętokrzyskie Voivodeship	3072	745	885396	261452	2591	414
PL	Poland	lubusz_voivodeship	Lubusz Voivodeship	3126	811	534944	148884	1911	233
PL	Poland	opole_voivodeship	Opole Voivodeship	3113	788	482042	124887	1076	98
