audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m25_34	male (25-34)	UK	United Kingdom	41343	4680	91035506	31963255	1039525	145831
f25_34	female (25-34)	UK	United Kingdom	41477	4720	83915924	29573287	961976	141324
m45_54	male (45-54)	UK	United Kingdom	43774	4538	79701054	26534509	996939	134913
m35_44	male (35-44)	UK	United Kingdom	44423	4642	79397157	26985108	958316	135286
f35_44	female (35-44)	UK	United Kingdom	44799	4702	71998340	24386802	923670	130420
f18_24	female (18-24)	UK	United Kingdom	37955	4412	69997542	25122525	751455	102702
f45_54	female (45-54)	UK	United Kingdom	44337	4600	68978007	22978169	935026	128288
m55_64	male (55-64)	UK	United Kingdom	42083	4310	64468737	21020112	813289	103967
m18_24	male (18-24)	UK	United Kingdom	38049	4380	60943560	21290209	692498	85326
f55_64	female (55-64)	UK	United Kingdom	42609	4346	60942695	19908354	844993	111497
f65_	female (65+)	UK	United Kingdom	40435	4070	57200544	18489605	784209	100705
m65_	male (65+)	UK	United Kingdom	39941	4019	50602690	16348897	648289	81866
f13_17	female (13-17)	UK	United Kingdom	2960	824	3846532	1180745	30429	1023
u45_54	unknown (45-54)	UK	United Kingdom	32952	3926	2618265	873646	35103	4995
m13_17	male (13-17)	UK	United Kingdom	3026	817	2590374	835582	23800	888
u35_44	unknown (35-44)	UK	United Kingdom	32852	4029	2546047	864411	32183	4657
u55_64	unknown (55-64)	UK	United Kingdom	30271	3598	2111005	689071	29112	3967
u65_	unknown (65+)	UK	United Kingdom	28130	3364	2008659	657335	27522	3820
u25_34	unknown (25-34)	UK	United Kingdom	26102	3808	1412958	491467	17042	2395
u18_24	unknown (18-24)	UK	United Kingdom	19925	3218	702343	240816	8562	1066
u13_17	unknown (13-17)	UK	United Kingdom	1625	609	45445	13627	443	17
