audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m18_24	male (18-24)	DK	Denmark	5422	1072	8409953	2573175	68939	15288
f18_24	female (18-24)	DK	Denmark	5486	1103	8303738	2708342	62425	14246
m25_34	male (25-34)	DK	Denmark	5986	1186	6482858	1975942	56810	12567
f25_34	female (25-34)	DK	Denmark	6183	1220	6365204	2090480	60877	13914
f35_44	female (35-44)	DK	Denmark	6176	1205	5252484	1674468	59129	13713
f45_54	female (45-54)	DK	Denmark	5930	1171	4682028	1458479	52831	12442
m35_44	male (35-44)	DK	Denmark	6032	1171	4532007	1340927	42529	9310
m45_54	male (45-54)	DK	Denmark	5728	1136	4288899	1226260	40651	8930
f65_	female (65+)	DK	Denmark	4832	1006	3862134	1137913	39633	9293
f55_64	female (55-64)	DK	Denmark	5290	1095	3822122	1150622	41821	9901
m55_64	male (55-64)	DK	Denmark	5104	1060	3385131	945714	32811	7232
m65_	male (65+)	DK	Denmark	4659	979	2957916	832999	29282	6547
f13_17	female (13-17)	DK	Denmark	605	220	763314	240275	4010	833
m13_17	male (13-17)	DK	Denmark	584	210	657966	198229	3701	740
u35_44	unknown (35-44)	DK	Denmark	4505	1033	142690	43437	1399	304
u25_34	unknown (25-34)	DK	Denmark	4133	1000	109693	34159	985	214
u45_54	unknown (45-54)	DK	Denmark	4144	980	86289	25430	865	190
u55_64	unknown (55-64)	DK	Denmark	3433	891	65469	18647	644	144
u65_	unknown (65+)	DK	Denmark	3199	805	58040	16483	581	131
u18_24	unknown (18-24)	DK	Denmark	3306	842	48751	14791	449	94
u13_17	unknown (13-17)	DK	Denmark	341	162	4335	1320	25	5
