advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
People's Vote UK	People's Vote	748608695327755	Facebook	d002	2019-01-02	981	1	4850002	1556000	51054	9392
Uiu		907141939410106	Facebook	d002	2019-01-02	2	1	999998	400000	998	200
Britain's Future	Britain's Future	1625300137516491	Facebook	d002	2019-01-02	58	1	708413	267205	2978	567
38 Degrees	38 Degrees	200006375787	Facebook	d002	2019-01-02	20	1	511801	214313	4579	890
Comme j'aime		146933438675224	Facebook	d002	2019-01-02	1	1	499999	200000	4999	1000
Photovoltaik Angebote		154225911862559	Facebook	d002	2019-01-02	1	1	499999	200000	9999	5000
European Parliament		178362315106	Facebook	d002	2019-01-02	3	1	324999	162500	1624	400
La Prime Énergie		336155273400553	Facebook	d002	2019-01-02	4	1	300996	120000	2096	700
The Labour Party	The Labour Party	25749647410	Facebook	d002	2019-01-02	2	1	233332	99999	2120	424
Giving Brush		1945237355733646	Facebook	d002	2019-01-02	7	1	211993	72000	1685	267
We are the 52%	We are the 52%	466744973727718	Facebook	d002	2019-01-02	7	1	198716	70192	336	40
Greenpeace UK	Greenpeace UK 	9250349228	Facebook	d002	2019-01-02	53	1	196352	64858	1935	425
Women for a People's Vote	Women for a People's Vote	235989320458995	Facebook	d002	2019-01-02	14	1	184995	79999	1961	462
Le 1		850828794934579	Facebook	d002	2019-01-02	6	1	176664	69666	331	33
InFacts	InFacts	678120165658753	Facebook	d002	2019-01-02	10	1	171663	55333	1346	347
NHS Against Brexit	Scientists for EU	2126073340865034	Facebook	d002	2019-01-02	1	1	124999	50000	1446	289
The Week UK	The Week	177855115588808	Facebook	d002	2019-01-02	8	1	121992	24000	916	0
Plan International Sverige		382243262003	Facebook	d002	2019-01-02	63	1	119191	45838	1238	310
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	d002	2019-01-02	2	1	112499	52500	374	75
Karen Davis - Labour Parliamentary Candidate for Norwich North	The Labour Party. Promoted by Alan Pawsey on behalf of Karen Davis	1832745490348655	Facebook	d002	2019-01-02	27	1	106986	24000	2298	173
Andy Street	The Conservative Party	625464517632792	Facebook	d002	2019-01-02	34	1	103774	41557	715	55
350.org		12185972707	Facebook	d002	2019-01-02	6	1	102498	43750	577	111
More United	More United	618113871680733	Facebook	d002	2019-01-02	5	1	101998	40250	1271	231
Amref Health Africa - Italia		48677844864	Facebook	d002	2019-01-02	1	1	99999	50000	499	100
Pela Case		119283008140727	Facebook	d002	2019-01-02	1	1	99999	50000	331	66
Charlotte Holloway for Plymouth Moor View	Plymouth Labour	122063008481777	Facebook	d002	2019-01-02	4	1	99998	20000	229	0
Laura 4 Harlow	The Labour Party. Promoted by George Elcock on behalf of Laura McAlpine	1331084736996091	Facebook	d002	2019-01-02	14	1	93492	19500	1553	173
Chris Ostrowski	The Labour Party. Promoted by Mike Jackson on behalf of Chris Ostrowski	1837111936610064	Facebook	d002	2019-01-02	18	1	73490	15000	1377	57
John Kent for Thurrock	The Labour Party. Promoted by Colin Ricks on behalf of John Kent	1007062776128473	Facebook	d002	2019-01-02	9	1	68495	15000	804	57
Uni- Presse		432468573435743	Facebook	d002	2019-01-02	2	1	62499	27500	149	25
Roberta Metsola		406824526101449	Facebook	d002	2019-01-02	2	1	55555	22222	555	111
Mehr Wirtschaft wagen	Arbeitgeberverband Gesamtmetall	1805769829749530	Facebook	d002	2019-01-02	2	1	54998	11000	198	0
London Labour Party	The London Labour Party 	474613052643462	Facebook	d002	2019-01-02	6	1	53999	21666	207	61
Labour North West	the Labour Party	61950489543	Facebook	d002	2019-01-02	4	1	50498	10187	588	115
Stadtwerke Tübingen: Wir wirken mit.		170813019659671	Facebook	d002	2019-01-02	2	1	45833	17499	124	50
Martynas Nagevičius / LRLS Sostinės liberalai		1146633232128220	Facebook	d002	2019-01-02	6	1	44225	8845	117	0
Jill Borcherds	Paid for by The Labour Party. Promoted by David Wood on behalf of Jill Borcherds.	1700102263380607	Facebook	d002	2019-01-02	4	1	42497	13000	517	57
Banque mondiale		155174084508744	Facebook	d002	2019-01-02	32	1	35720	15158	59	5
Coalition for Reform in Political Advertising UK	Alex Tait on behalf of The Coalition for Reform in Political Advertising 	275297063168071	Facebook	d002	2019-01-02	2	1	35714	15714	98	16
Emily Owen for Aberconwy	Welsh Labour	1902003796689263	Facebook	d002	2019-01-02	2	1	33832	16666	249	38
Kiln Theatre		54933917561	Facebook	d002	2019-01-02	2	1	33332	6666	230	38
Simple Politics		1052029294841900	Facebook	d002	2019-01-02	2	1	32795	13118	75	37
Kaar Kaas Sonn		215255338679306	Facebook	d002	2019-01-02	2	1	32258	12903	5	0
Kinder in Gefahr - DVCK e.V.		556019341220640	Facebook	d002	2019-01-02	1	1	31249	12500	62	31
Rosie Newbigging for Welwyn Hatfield	Paid for by The Labour Party. Promoted by Lucy Musk on behalf of Rosie Newbigging.	244638806195801	Facebook	d002	2019-01-02	30	1	29985	6500	1718	0
Daydream Believers - Barnsley FC Film		351543495287992	Facebook	d002	2019-01-02	4	1	26666	11333	153	30
Johann Gudenus		104145976305577	Facebook	d002	2019-01-02	9	1	25612	5193	135	16
Deloitte Nederland		319495812163	Facebook	d002	2019-01-02	2	1	25124	12500	74	12
Yorkshire and the Humber Labour Party	the Labour Party	1608245282744484	Facebook	d002	2019-01-02	1	1	24999	5000	288	57
We Believe in Israel	We Believe in Israel	191388894239685	Facebook	d002	2019-01-02	1	1	24999	5000	288	57
Scientists for EU	Scientists for EU	642444842524195	Facebook	d002	2019-01-02	1	1	24999	5000	57	0
Adrian Dupu		1866472253420915	Facebook	d002	2019-01-02	1	1	24999	5000	44	0
Deanne Ferguson for Morley and Outwood	the Labour Party	1958050034474947	Facebook	d002	2019-01-02	1	1	24999	5000	288	57
Jane Aitchison for Pudsey Labour	the Labour Party	187480561800014	Facebook	d002	2019-01-02	1	1	24999	5000	288	57
TransAtlantic	TransAtlantic	1540402976106525	Facebook	d002	2019-01-02	1	1	24999	5000	288	57
Winkler Gyula		1560147330888040	Facebook	d002	2019-01-02	2	1	22333	11111	25	11
Oxfam Great Britain	Oxfam GB	7214031395	Facebook	d002	2019-01-02	6	1	21748	7944	300	35
Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	d002	2019-01-02	3	1	21428	4285	286	57
Fazland		392009187483727	Facebook	d002	2019-01-02	19	1	20399	7880	143	28
Sosialidemokraatit SDP		108945982480217	Facebook	d002	2019-01-02	4	1	20100	4520	164	27
