advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Fidesz	Fidesz	9844779306	Facebook	55_64	55-64	HU	Hungary	121	1	5488904	2432223	28351	12114
Demokratikus Koalíció	Demokratikus Koalíció	169599166463839	Facebook	55_64	55-64	HU	Hungary	138	1	2003407	594560	7696	2160
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	55_64	55-64	HU	Hungary	20	1	1436651	662398	4482	2068
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	55_64	55-64	HU	Hungary	116	1	1204171	495072	3799	1595
MSZP	MSZP	115388925185513	Facebook	55_64	55-64	HU	Hungary	40	1	1194685	493983	3603	1480
Kálmán Olga Hivatalos oldala	Kálmán Olga Hivatalos oldala	1878531865537365	Facebook	55_64	55-64	HU	Hungary	144	1	1065193	403094	3266	1235
Dobrev Klára	Demokratikus Koalíció	1880809845328535	Facebook	55_64	55-64	HU	Hungary	100	1	946531	344425	3213	1196
Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	55_64	55-64	HU	Hungary	38	1	915576	374416	1785	611
Jakab Péter	Jobbik Magyarországért Mozgalom	781150971947219	Facebook	55_64	55-64	HU	Hungary	11	1	659833	275170	1462	649
European Parliament	European Parliament	178362315106	Facebook	55_64	55-64	HU	Hungary	16	1	581785	250598	2240	510
Partizán	Gulyás Márton Ferenc	1406386486355924	Facebook	55_64	55-64	HU	Hungary	87	1	526644	167764	1196	378
Gyurcsány Ferenc	Demokratikus Koalíció	187301974635606	Facebook	55_64	55-64	HU	Hungary	17	1	379780	174002	1131	512
Alfahír	Alfahír Hírportál	525574220799452	Facebook	55_64	55-64	HU	Hungary	20	1	365746	125786	1598	688
Cseh Katalin - Momentum	Momentum Mozgalom	682448271826776	Facebook	55_64	55-64	HU	Hungary	15	1	334894	119359	1132	381
LMP - Lehet Más a Politika	LMP - Lehet Más a Politika	47198507012	Facebook	55_64	55-64	HU	Hungary	14	1	286242	119319	354	149
KDNP és Frakciója	KDNP és Frakciója	230385242742	Facebook	55_64	55-64	HU	Hungary	43	1	242047	77108	438	126
PestiSracok.hu	PestiSrácok.hu	264517713636590	Facebook	55_64	55-64	HU	Hungary	16	1	239772	56622	685	168
Schmuck Erzsébet	LMP - Lehet Más a Politika	1461534750733248	Facebook	55_64	55-64	HU	Hungary	5	1	237044	100710	284	140
Gyöngyösi Márton	Jobbik Magyarországért Mozgalom	781030738624077	Facebook	55_64	55-64	HU	Hungary	29	1	174515	73487	625	273
Jávor Benedek	Párbeszéd Magyarországért	131797633528377	Facebook	55_64	55-64	HU	Hungary	22	1	159684	44233	613	133
Dr. Molnár Csaba	Demokratikus Koalíció	306318386058001	Facebook	55_64	55-64	HU	Hungary	9	1	150960	42066	566	145
Demeter Márta	LMP - Lehet Más a Politika	1372750529476614	Facebook	55_64	55-64	HU	Hungary	3	1	135331	62490	161	80
Csárdi Antal	LMP - Lehet Más a Politika	136387873164491	Facebook	55_64	55-64	HU	Hungary	4	1	130505	56727	172	83
MSZP Budapest	MSZP Budapest	414715951917446	Facebook	55_64	55-64	HU	Hungary	36	1	110316	23505	394	90
Sneider Tamás	Országgyűlés Hivatala Jobbik Frakció	329107800543535	Facebook	55_64	55-64	HU	Hungary	11	1	101514	39354	362	160
Bana Tibor	Jobbik Magyarországért Mozgalom	184890488198962	Facebook	55_64	55-64	HU	Hungary	42	1	99515	23249	189	50
Dr. Lukács László György	Jobbik Magyarországért Mozgalom	490006464353222	Facebook	55_64	55-64	HU	Hungary	4	1	97392	41770	301	129
Semjén Zsolt	Országgyűlés Hivatala KDNP frakció	228731803847927	Facebook	55_64	55-64	HU	Hungary	15	1	84663	19947	119	44
Alapjogokért Központ	Alapjogokért Központ	594088897289853	Facebook	55_64	55-64	HU	Hungary	5	1	76485	20029	432	135
Európai Parlament Tájékoztatási Irodája	Európai Parlament Tájékoztatási Irodája	126893087354793	Facebook	55_64	55-64	HU	Hungary	21	1	72982	25011	145	33
Indítsuk Be Magyarországot Alapítvány	Indítsuk Be Magyarországot Alapítvány	422399638586608	Facebook	55_64	55-64	HU	Hungary	6	1	71192	25735	463	220
Vágó Gábor	LMP - Lehet Más a Politika	453253875264	Facebook	55_64	55-64	HU	Hungary	5	1	67728	26980	209	83
888.hu	888.hu	748348838626461	Facebook	55_64	55-64	HU	Hungary	5	1	57186	11437	119	28
Dr. Tóth Bertalan	MSZP	1425355697692924	Facebook	55_64	55-64	HU	Hungary	3	1	55233	17726	170	54
Magyar Természetvédők Szövetsége- Föld Barátai Magyarország	Magyar Természetvédők Szövetsége- Föld Barátai Magyarország	124991704202615	Facebook	55_64	55-64	HU	Hungary	7	1	54381	22002	123	27
