age_code	age_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
13_17	13-17	AT	Austria	83	34	101984	31512	1071	87
18_24	18-24	AT	Austria	169	64	830323	288195	7567	998
25_34	25-34	AT	Austria	178	66	1323124	497800	10265	1572
35_44	35-44	AT	Austria	169	65	988595	372884	7532	1203
45_54	45-54	AT	Austria	164	60	863027	312159	7032	1094
55_64	55-64	AT	Austria	164	60	535797	186785	4663	713
65_	65+	AT	Austria	152	54	237015	82398	2224	333
