week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w019	Week 19	2019-05-06	2019-05-12	IE	Ireland	730	164	10539247	3452486	65600	9066
w018	Week 18	2019-04-29	2019-05-05	IE	Ireland	783	202	9443787	3464357	63270	9281
w017	Week 17	2019-04-22	2019-04-28	IE	Ireland	740	208	6303471	2434439	32065	4239
w016	Week 16	2019-04-15	2019-04-21	IE	Ireland	709	226	4370443	1775971	23558	3562
w015	Week 15	2019-04-08	2019-04-14	IE	Ireland	899	341	3026006	1183556	19735	2990
w014	Week 14	2019-04-01	2019-04-07	IE	Ireland	724	311	2234399	866365	19893	3116
w013	Week 13	2019-03-25	2019-03-31	IE	Ireland	632	274	2562192	828221	16564	1862
w012	Week 12	2019-03-18	2019-03-24	IE	Ireland	655	245	2417744	808686	19660	2038
w011	Week 11	2019-03-11	2019-03-17	IE	Ireland	316	157	1289202	489852	9817	1520
w010	Week 10	2019-03-04	2019-03-10	IE	Ireland	306	138	1119973	431291	6868	962
w009	Week 9	2019-02-25	2019-03-03	IE	Ireland	178	91	359377	84980	2646	124
w008	Week 8	2019-02-18	2019-02-24	IE	Ireland	143	64	197210	60060	1522	95
w007	Week 7	2019-02-11	2019-02-17	IE	Ireland	110	59	160181	45820	1935	201
w006	Week 6	2019-02-04	2019-02-10	IE	Ireland	102	54	211528	82329	2381	181
w005	Week 5	2019-01-28	2019-02-03	IE	Ireland	120	49	105645	28297	1070	38
w004	Week 4	2019-01-21	2019-01-27	IE	Ireland	90	37	36881	8757	734	20
w003	Week 3	2019-01-14	2019-01-20	IE	Ireland	103	42	141014	39144	1006	49
w002	Week 2	2019-01-07	2019-01-13	IE	Ireland	65	35	85514	23445	514	19
w001	Week 1	2019-01-01	2019-01-06	IE	Ireland	51	24	41450	17979	355	40
