country_code_filter	country_name_filter	region_code	region_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
BE	Belgium	flemish_region	Flemish Region	10652	1801	229850378	89148254	1528467	278803
BE	Belgium	wallonia	Wallonia	7440	1589	46448723	17011345	340909	54768
BE	Belgium	brussels	Brussels	8579	1623	26562615	9060573	286090	46482
