day_code	day_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d133	2019-05-13	EL	Greece	792	227	4580404	1608403	21255	1512
d132	2019-05-12	EL	Greece	1029	256	9864565	3758855	34023	2947
d131	2019-05-11	EL	Greece	1082	273	9783395	3694817	33856	2701
d130	2019-05-10	EL	Greece	1063	267	8606936	3099364	31215	2600
d129	2019-05-09	EL	Greece	948	253	7231791	2611905	26098	1974
d128	2019-05-08	EL	Greece	928	248	8073450	3001875	29993	2382
d127	2019-05-07	EL	Greece	823	236	6527106	2484377	24493	2434
d126	2019-05-06	EL	Greece	730	215	5364674	1932615	20699	2025
d125	2019-05-05	EL	Greece	724	207	6192820	2269519	20831	2283
d124	2019-05-04	EL	Greece	906	205	7253640	2624115	28467	2700
d123	2019-05-03	EL	Greece	908	219	5757145	2125372	23779	2274
d122	2019-05-02	EL	Greece	883	206	5109216	1824245	20864	1741
d121	2019-05-01	EL	Greece	751	187	3594634	1343019	15074	1241
d120	2019-04-30	EL	Greece	877	195	3823757	1379965	16066	1376
d119	2019-04-29	EL	Greece	852	203	3810457	1405569	15621	1720
d118	2019-04-28	EL	Greece	782	195	2514245	915761	11000	1062
d117	2019-04-27	EL	Greece	756	206	3675865	1355261	15288	1836
d116	2019-04-26	EL	Greece	829	218	4099873	1505546	18405	2157
d115	2019-04-25	EL	Greece	807	221	4513670	1721035	15802	1302
d114	2019-04-24	EL	Greece	733	223	2398906	761747	11965	591
d113	2019-04-23	EL	Greece	797	223	5273104	1855326	18860	1441
d112	2019-04-22	EL	Greece	710	217	6460301	2516434	28469	3939
d111	2019-04-21	EL	Greece	631	203	6033463	2392857	23768	4156
d110	2019-04-20	EL	Greece	602	211	2233374	730368	7710	630
d109	2019-04-19	EL	Greece	621	219	2694865	944854	9429	991
d108	2019-04-18	EL	Greece	603	217	1991470	700268	6951	549
d107	2019-04-17	EL	Greece	580	219	2036569	686260	7829	724
d106	2019-04-16	EL	Greece	597	218	2043845	781070	8625	1062
d105	2019-04-15	EL	Greece	679	246	2411290	889044	9134	918
d104	2019-04-14	EL	Greece	717	258	3037975	1154686	12271	1361
d103	2019-04-13	EL	Greece	726	271	2604392	980454	11093	1095
d102	2019-04-12	EL	Greece	816	288	2889425	1056136	10609	1039
d101	2019-04-11	EL	Greece	762	288	2728027	1000971	11378	937
d100	2019-04-10	EL	Greece	697	285	2002724	676458	7202	395
d099	2019-04-09	EL	Greece	668	277	1933071	657821	6042	342
d098	2019-04-08	EL	Greece	650	278	1617661	552212	6073	455
d097	2019-04-07	EL	Greece	620	264	1555866	539047	6483	391
d096	2019-04-06	EL	Greece	611	270	1558766	532577	5754	411
d095	2019-04-05	EL	Greece	612	267	1656952	580748	5612	358
d094	2019-04-04	EL	Greece	551	255	1488759	495921	6240	266
d093	2019-04-03	EL	Greece	487	249	1262696	427866	5198	168
d092	2019-04-02	EL	Greece	424	230	1233426	412627	4227	170
d091	2019-04-01	EL	Greece	408	210	1042797	346317	4480	189
d090	2019-03-31	EL	Greece	435	217	1048257	364704	4066	214
d089	2019-03-30	EL	Greece	418	214	1126279	375445	4186	193
d088	2019-03-29	EL	Greece	433	214	1936828	723044	5915	705
d087	2019-03-28	EL	Greece	418	201	1986381	778030	6992	919
d086	2019-03-27	EL	Greece	352	163	1352817	570465	5416	608
d085	2019-03-26	EL	Greece	316	134	1001176	410015	3673	580
d084	2019-03-25	EL	Greece	295	136	961409	400295	3252	568
d083	2019-03-24	EL	Greece	277	132	963322	394791	3299	623
d082	2019-03-23	EL	Greece	290	137	930419	401190	3242	604
d081	2019-03-22	EL	Greece	312	144	924497	394799	3337	604
d080	2019-03-21	EL	Greece	280	138	364581	120508	1519	92
d079	2019-03-20	EL	Greece	291	132	563757	184597	1700	138
d078	2019-03-19	EL	Greece	275	126	396376	115547	1498	89
d077	2019-03-18	EL	Greece	271	114	330951	95612	1554	94
d076	2019-03-17	EL	Greece	226	99	332155	103901	1548	93
d075	2019-03-16	EL	Greece	229	110	387725	119891	2136	93
d074	2019-03-15	EL	Greece	237	119	627133	215805	2746	128
d073	2019-03-14	EL	Greece	187	103	949993	355966	3011	450
d072	2019-03-13	EL	Greece	174	100	889495	337296	1986	156
d071	2019-03-12	EL	Greece	176	104	640655	249970	2410	197
d070	2019-03-11	EL	Greece	190	108	903648	328209	2927	275
d069	2019-03-10	EL	Greece	198	107	860282	307630	3083	226
d068	2019-03-09	EL	Greece	216	120	1372884	524977	5229	436
d067	2019-03-08	EL	Greece	202	118	1203222	442528	3818	279
d066	2019-03-07	EL	Greece	173	92	907140	350344	3189	338
d065	2019-03-06	EL	Greece	196	86	463897	120202	2171	40
d064	2019-03-05	EL	Greece	230	88	500255	126571	2829	58
d063	2019-03-04	EL	Greece	159	88	334038	86130	2048	62
d062	2019-03-03	EL	Greece	134	74	299908	77555	1539	62
d061	2019-03-02	EL	Greece	134	72	317225	92796	1753	57
d060	2019-03-01	EL	Greece	147	71	365295	104342	2867	54
d059	2019-02-28	EL	Greece	121	61	217744	63497	1135	39
d058	2019-02-27	EL	Greece	119	55	170050	50562	871	29
d057	2019-02-26	EL	Greece	99	54	207808	61468	819	36
d056	2019-02-25	EL	Greece	91	54	183351	55044	782	39
d055	2019-02-24	EL	Greece	81	51	81568	24910	551	27
d054	2019-02-23	EL	Greece	89	57	299648	125615	1400	72
d053	2019-02-22	EL	Greece	82	54	380774	170487	1178	162
d052	2019-02-21	EL	Greece	79	52	172601	56793	673	76
d051	2019-02-20	EL	Greece	77	48	97090	34400	578	54
d050	2019-02-19	EL	Greece	78	48	52695	13447	400	14
d049	2019-02-18	EL	Greece	76	43	167939	58019	855	74
d048	2019-02-17	EL	Greece	70	42	70441	17018	501	8
d047	2019-02-16	EL	Greece	74	39	91013	21356	429	8
d046	2019-02-15	EL	Greece	61	34	164909	57733	451	7
d045	2019-02-14	EL	Greece	56	29	221412	86757	654	59
d044	2019-02-13	EL	Greece	56	32	251158	91735	778	57
d043	2019-02-12	EL	Greece	55	32	98015	27745	449	33
d042	2019-02-11	EL	Greece	52	30	56137	18245	299	7
d041	2019-02-10	EL	Greece	47	26	74478	17450	243	6
d040	2019-02-09	EL	Greece	50	30	173965	70643	797	111
d039	2019-02-08	EL	Greece	49	29	41405	12480	171	6
d038	2019-02-07	EL	Greece	52	29	235192	101206	1026	157
d037	2019-02-06	EL	Greece	54	30	89044	31456	303	19
d036	2019-02-05	EL	Greece	45	24	75590	18567	256	1
d035	2019-02-04	EL	Greece	44	25	283056	117016	399	1
d034	2019-02-03	EL	Greece	44	25	91865	18795	226	1
d033	2019-02-02	EL	Greece	43	26	151060	50555	387	35
d032	2019-02-01	EL	Greece	51	25	117553	46286	360	35
d031	2019-01-31	EL	Greece	59	28	88893	41296	346	34
d030	2019-01-30	EL	Greece	57	27	68200	16573	202	2
d029	2019-01-29	EL	Greece	57	25	31935	12791	213	8
d028	2019-01-28	EL	Greece	72	25	721302	298503	1372	334
d027	2019-01-27	EL	Greece	56	23	769411	322434	1625	384
d026	2019-01-26	EL	Greece	57	23	766897	320831	1647	384
d025	2019-01-25	EL	Greece	72	27	1261694	541095	4582	800
d024	2019-01-24	EL	Greece	68	24	1303534	548795	4504	799
d023	2019-01-23	EL	Greece	69	23	1095746	445581	4403	700
d022	2019-01-22	EL	Greece	66	25	729621	304031	1722	204
d021	2019-01-21	EL	Greece	59	25	751071	298160	1717	404
d020	2019-01-20	EL	Greece	53	24	394399	146942	1067	299
d019	2019-01-19	EL	Greece	55	25	334177	129863	847	101
d018	2019-01-18	EL	Greece	64	32	730981	317924	1681	194
d017	2019-01-17	EL	Greece	73	32	177534	72002	528	0
d016	2019-01-16	EL	Greece	61	27	70074	18511	415	1
d015	2019-01-15	EL	Greece	57	23	113029	35934	857	80
d014	2019-01-14	EL	Greece	48	22	236293	108825	680	101
d013	2019-01-13	EL	Greece	40	20	38166	9504	148	1
d012	2019-01-12	EL	Greece	38	18	29783	7828	109	1
d011	2019-01-11	EL	Greece	41	20	24644	7800	80	1
d010	2019-01-10	EL	Greece	44	22	41835	17345	126	11
d009	2019-01-09	EL	Greece	40	22	39388	15952	118	10
d008	2019-01-08	EL	Greece	37	19	35279	14129	84	10
d007	2019-01-07	EL	Greece	35	16	62312	19667	132	10
d006	2019-01-06	EL	Greece	31	14	51451	17368	156	10
d005	2019-01-05	EL	Greece	32	15	39399	14826	171	14
d004	2019-01-04	EL	Greece	34	16	37096	14402	122	14
d003	2019-01-03	EL	Greece	39	18	39611	14906	172	14
d002	2019-01-02	EL	Greece	38	18	54578	22394	247	19
d001	2019-01-01	EL	Greece	39	19	112356	36559	446	14
