region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
harju_county	Harju County	EE	Estonia	328	45	2365485	646842	17498	2335
hiiu_county	Hiiu County	EE	Estonia	235	28	10198	5054	100	0
ida_viru_county	Ida-Viru County	EE	Estonia	286	34	111514	27647	681	55
jarva_county	Järva County	EE	Estonia	286	31	8671	2049	89	2
jogeva_county	Jõgeva County	EE	Estonia	275	30	2373	652	18	1
laane_county	Lääne County	EE	Estonia	283	32	3676	740	120	1
laane_viru_county	Lääne-Viru County	EE	Estonia	291	34	24821	6697	283	9
parnu_county	Pärnu County	EE	Estonia	296	32	78975	19161	490	30
polva_county	Põlva County	EE	Estonia	277	30	5747	1295	32	1
rapla_county	Rapla County	EE	Estonia	275	31	3342	931	25	1
saare_county	Saare County	EE	Estonia	258	31	13697	6001	126	2
tartu_county	Tartu County	EE	Estonia	308	36	310257	79246	2409	388
valga_county	Valga County	EE	Estonia	273	32	7847	1788	46	1
viljandi_county	Viljandi County	EE	Estonia	285	32	14103	3939	106	9
voru_county	Võru County	EE	Estonia	277	31	15651	3635	69	3
