audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m18_24	male (18-24)	BG	Bulgaria	1796	558	3394962	1407378	9792	1811
m25_34	male (25-34)	BG	Bulgaria	1991	617	2844356	1126344	10814	2008
f18_24	female (18-24)	BG	Bulgaria	1908	567	2265406	950357	6753	1194
m35_44	male (35-44)	BG	Bulgaria	1971	606	1756098	661047	6477	989
m45_54	male (45-54)	BG	Bulgaria	1923	574	1628449	594811	5748	653
f25_34	female (25-34)	BG	Bulgaria	2140	631	1570185	615282	6625	994
f55_64	female (55-64)	BG	Bulgaria	1621	543	1345100	509717	5448	517
f45_54	female (45-54)	BG	Bulgaria	2061	593	1333366	512227	4753	598
f35_44	female (35-44)	BG	Bulgaria	2109	614	1152927	441758	4585	671
m55_64	male (55-64)	BG	Bulgaria	1551	530	1048396	376944	4032	270
f65_	female (65+)	BG	Bulgaria	1453	482	854913	315665	3912	321
m65_	male (65+)	BG	Bulgaria	1423	477	586132	212107	2440	168
m13_17	male (13-17)	BG	Bulgaria	269	92	258322	114713	474	57
f13_17	female (13-17)	BG	Bulgaria	292	97	198013	86747	411	43
u35_44	unknown (35-44)	BG	Bulgaria	1689	530	28656	10921	125	23
u25_34	unknown (25-34)	BG	Bulgaria	1654	524	25749	10038	118	22
u45_54	unknown (45-54)	BG	Bulgaria	1522	473	12029	4584	55	9
u18_24	unknown (18-24)	BG	Bulgaria	1237	403	7581	3052	29	5
u65_	unknown (65+)	BG	Bulgaria	1038	380	5140	1857	24	2
u55_64	unknown (55-64)	BG	Bulgaria	1100	419	4610	1687	19	2
u13_17	unknown (13-17)	BG	Bulgaria	183	71	543	235	1	0
