country_code_filter	country_name_filter	region_code	region_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
CY	Cyprus	lefkosa_district	Lefkoşa District	1734	429	4822729	1565512	20704	1447
CY	Cyprus	limassol_district	Limassol District	1574	396	1536645	435891	6569	549
CY	Cyprus	larnaca_district	Larnaca District	1421	349	554817	159631	2635	160
CY	Cyprus	paphos_district	Paphos District	1370	338	463132	151266	2135	179
CY	Cyprus	famagusta_district	Famagusta District	1430	344	426471	128435	1515	87
CY	Cyprus	kyrenia_district	Kyrenia District	1089	304	118474	45708	309	27
