country_code_filter	country_name_filter	age_code	age_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
NL	Netherlands	13_17	13-17	986	288	4285162	1938074	11003	1961
NL	Netherlands	18_24	18-24	6093	1402	32609760	13271550	248799	50437
NL	Netherlands	25_34	25-34	6959	1576	25058681	9879381	197536	36013
NL	Netherlands	35_44	35-44	6784	1547	17679238	6953132	146823	27205
NL	Netherlands	45_54	45-54	6302	1478	18545669	7242908	162726	30941
NL	Netherlands	55_64	55-64	5434	1365	14633871	5496351	139467	26464
NL	Netherlands	65_	65+	4857	1209	11972422	4477129	108606	20640
