week_code_filter	week_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w020	Week 20	DK	Denmark	Venstre, Danmarks Liberale Parti		21465928829	Facebook	18	1	550581	235567	4184	1099
w020	Week 20	DK	Denmark	Liberal Alliance	Liberal Alliance	106952222676974	Facebook	561	1	214904	45220	1511	246
w020	Week 20	DK	Denmark	Socialdemokratiet	Socialdemokratiet	41459763029	Facebook	23	1	200154	83196	1842	685
w020	Week 20	DK	Denmark	Facebook Nordic	Facebook	334318366655425	Facebook	4	1	199998	99999	1338	669
w020	Week 20	DK	Denmark	Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	48	1	180722	46689	1387	471
w020	Week 20	DK	Denmark	Lizette Risgaard		547601668763372	Facebook	30	1	161275	61188	1259	270
w020	Week 20	DK	Denmark	Mette Frederiksen	Socialdemokratiet	57497067718	Facebook	5	1	149997	45000	1673	435
w020	Week 20	DK	Denmark	Oxfam IBIS	Oxfam IBIS	144965885963	Facebook	25	1	133491	29499	1341	324
w020	Week 20	DK	Denmark	Alternativet	Alternativet	676061179094769	Facebook	4	1	124994	44998	847	316
w020	Week 20	DK	Denmark	Morten Dahlin	Morten Dahlin	577345799101307	Facebook	114	1	108234	25247	398	79
w020	Week 20	DK	Denmark	Mona Juul	Mona Juul	2079067062409423	Facebook	33	1	101987	26250	935	204
w020	Week 20	DK	Denmark	Troels Lund Poulsen	Poulsen Troels Lund	139443622778678	Facebook	15	1	57494	14499	666	156
w020	Week 20	DK	Denmark	Pia Olsen Dyhr	SF	49348971479	Facebook	6	1	55831	26066	747	349
w020	Week 20	DK	Denmark	Søren Pape Poulsen	Søren Pape Poulsen	952334508116178	Facebook	4	1	50498	10000	586	122
w020	Week 20	DK	Denmark	Alex Vanopslagh	Alex Vanopslagh	671022293105597	Facebook	17	1	38175	11297	285	55
w020	Week 20	DK	Denmark	Sophie Løhde	Sophie Løhde	699619700116377	Facebook	4	1	36665	7333	501	107
w020	Week 20	DK	Denmark	Christina Egelund	Liberal Alliance	684016791662654	Facebook	42	1	34308	7866	409	90
w020	Week 20	DK	Denmark	Mellemfolkeligt Samvirke	Mellemfolkeligt Samvirke	5624899398	Facebook	11	1	33200	7565	183	69
w020	Week 20	DK	Denmark	Røde Kors		65929129383	Facebook	8	1	32998	6500	240	61
w020	Week 20	DK	Denmark	Marie Bjerre		242091299473046	Facebook	6	1	30713	6571	229	45
w020	Week 20	DK	Denmark	Lars Løkke Rasmussen	Venstre, Danmarks Liberale Parti	58140803787	Facebook	2	1	29999	11999	267	53
w020	Week 20	DK	Denmark	Mette Abildgaard	Mette Abildgaard	309867232515766	Facebook	14	1	27855	8571	221	49
w020	Week 20	DK	Denmark	Mai Mercado		397094903687472	Facebook	25	1	27655	5666	210	29
w020	Week 20	DK	Denmark	Kuzma Pavlov Jensen	Dreiager Magnus Von	2798719490153637	Facebook	1	1	24999	12500	167	33
w020	Week 20	DK	Denmark	Skole og Forældre	Skole og Forældre	113241872062337	Facebook	2	1	22499	4499	301	60
