advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	d076	2019-03-17	156	1	2798898	1262697	18089	4424
Right To Vote	Right to Vote	408236463256774	Facebook	d076	2019-03-17	186	1	1346540	295836	8075	889
People's Vote UK	People's Vote	748608695327755	Facebook	d076	2019-03-17	80	1	672684	213979	10997	2081
Satronik - Pompy Ciepła		276627982527247	Facebook	d076	2019-03-17	1	1	499999	200000	116	23
Best For Britain	Best for Britain	1863944713844924	Facebook	d076	2019-03-17	39	1	343866	146700	3358	776
Bundesregierung		768905426534529	Facebook	d076	2019-03-17	1	1	333333	166666	1666	333
Parlamento Europeo - Oficina en España		161616883888862	Facebook	d076	2019-03-17	5	1	326998	133666	523	91
Vattenfall Sverige		608975645850217	Facebook	d076	2019-03-17	24	1	320369	146666	3910	1121
Sign for my Future		1345513882259768	Facebook	d076	2019-03-17	9	1	271832	125000	1915	475
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	d076	2019-03-17	159	1	270698	89766	3183	621
Conseil Solaire		1329380840472696	Facebook	d076	2019-03-17	3	1	249997	110000	2497	1100
Ministère de l'Intérieur		103146727990	Facebook	d076	2019-03-17	32	1	242233	100588	1262	294
European Greens	European Greens	141366725876424	Facebook	d076	2019-03-17	4	1	218332	106666	399	176
Sawab Center FR		1211855348956946	Facebook	d076	2019-03-17	2	1	199999	90000	84	16
38 Degrees	38 Degrees	200006375787	Facebook	d076	2019-03-17	41	1	173629	53308	953	148
Friedrich-Naumann-Stiftung für die Freiheit		140889782312	Facebook	d076	2019-03-17	46	1	171403	39499	2136	199
Department of Foreign Affairs and Trade		449282445418073	Facebook	d076	2019-03-17	1	1	166666	66666	1666	333
Sosialidemokraatit SDP		108945982480217	Facebook	d076	2019-03-17	24	1	154704	68216	1415	283
CDA Gelderland		133724653386228	Facebook	d076	2019-03-17	10	1	148747	64315	403	119
Medici Senza Frontiere		65737832194	Facebook	d076	2019-03-17	24	1	144149	60982	527	182
Ufficio d'informazione in Italia del Parlamento europeo		143544514130	Facebook	d076	2019-03-17	18	1	141903	65571	141	14
Antonio Mattia M5S		478239819319197	Facebook	d076	2019-03-17	4	1	119996	30000	396	0
O Video do Papa		906647586037816	Facebook	d076	2019-03-17	2	1	107142	49999	42	7
Europees Parlement Nederland		270788920480	Facebook	d076	2019-03-17	3	1	106666	53333	532	266
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	d076	2019-03-17	1	1	99999	50000	249	50
