advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
People's Vote UK	People's Vote	748608695327755	Facebook	d001	2019-01-01	981	1	4850002	1556000	51054	9392
Britain's Future	Britain's Future	1625300137516491	Facebook	d001	2019-01-01	55	1	587163	210955	2790	521
38 Degrees	38 Degrees	200006375787	Facebook	d001	2019-01-01	20	1	511801	214313	4579	890
Harald Vilimsky		547597092025909	Facebook	d001	2019-01-01	4	1	409996	205000	2096	700
European Parliament		178362315106	Facebook	d001	2019-01-01	3	1	324999	162500	1624	400
Greenpeace UK	Greenpeace UK 	9250349228	Facebook	d001	2019-01-01	55	1	247383	74864	2164	425
We are the 52%	We are the 52%	466744973727718	Facebook	d001	2019-01-01	6	1	216663	52500	463	12
Alex Salmond	Slainte Media	136191876445102	Facebook	d001	2019-01-01	1	1	199999	100000	577	115
The Labour Party	The Labour Party	25749647410	Facebook	d001	2019-01-01	2	1	199998	100000	1154	231
Women for a People's Vote	Women for a People's Vote	235989320458995	Facebook	d001	2019-01-01	14	1	184995	79999	1961	462
Le 1		850828794934579	Facebook	d001	2019-01-01	6	1	176664	69666	331	33
InFacts	InFacts	678120165658753	Facebook	d001	2019-01-01	10	1	171663	55333	1346	347
NHS Against Brexit	Scientists for EU	2126073340865034	Facebook	d001	2019-01-01	1	1	124999	50000	1446	289
Scientists for EU	Scientists for EU	642444842524195	Facebook	d001	2019-01-01	3	1	124997	25000	286	0
Plan International Sverige		382243262003	Facebook	d001	2019-01-01	63	1	119191	45838	1238	310
Andy Street	The Conservative Party	625464517632792	Facebook	d001	2019-01-01	34	1	103774	41557	715	55
350.org		12185972707	Facebook	d001	2019-01-01	6	1	102498	43750	577	111
More United	More United	618113871680733	Facebook	d001	2019-01-01	5	1	101998	40250	1271	231
Ipswich Labour	The Labour Party. Promoted by John Cook on behalf of Ipswich Labour Party	342002108699	Facebook	d001	2019-01-01	3	1	100179	50072	580	115
Johan Van Overtveldt		275607285891320	Facebook	d001	2019-01-01	1	1	99999	50000	499	100
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	d001	2019-01-01	1	1	99999	50000	249	50
Reform Judaism in Israel		118714234854754	Facebook	d001	2019-01-01	1	1	99999	50000	124	24
Charlotte Holloway for Plymouth Moor View	Plymouth Labour	122063008481777	Facebook	d001	2019-01-01	4	1	99998	20000	229	0
Karen Davis - Labour Parliamentary Candidate for Norwich North	The Labour Party. Promoted by Alan Pawsey on behalf of Karen Davis	1832745490348655	Facebook	d001	2019-01-01	26	1	96987	19000	2183	173
Laura 4 Harlow	The Labour Party. Promoted by George Elcock on behalf of Laura McAlpine	1331084736996091	Facebook	d001	2019-01-01	13	1	88493	18500	1438	173
AcquaPura Depuratori		328082964703259	Facebook	d001	2019-01-01	5	1	69995	14000	495	0
Best For Britain	Best for Britain	1863944713844924	Facebook	d001	2019-01-01	11	1	68191	16886	799	158
John Kent for Thurrock	The Labour Party. Promoted by Colin Ricks on behalf of John Kent	1007062776128473	Facebook	d001	2019-01-01	8	1	63496	14000	689	57
Chris Ostrowski	The Labour Party. Promoted by Mike Jackson on behalf of Chris Ostrowski	1837111936610064	Facebook	d001	2019-01-01	16	1	63492	13000	1147	57
Uni- Presse		432468573435743	Facebook	d001	2019-01-01	2	1	62499	27500	149	25
Roberta Metsola		406824526101449	Facebook	d001	2019-01-01	3	1	60554	23222	654	111
Tiltspot.tv		907012016119940	Facebook	d001	2019-01-01	3	1	51997	10000	71	10
Caussade Nasiona Polska		241692119573718	Facebook	d001	2019-01-01	3	1	50382	10075	117	23
Μανώλης Κεφαλογιάννης / Manolis Kefalogiannis		51638783172	Facebook	d001	2019-01-01	1	1	49999	10000	99	0
BDI - Bundesverband der Deutschen Industrie	BDI - Bundesverband der Deutschen Industrie	186206440652	Facebook	d001	2019-01-01	1	1	49999	10000	499	100
Partido por la Igualdad Real		1981091215462211	Facebook	d001	2019-01-01	1	1	49999	10000	499	100
Anna Maria Corazza Bildt		69490331421	Facebook	d001	2019-01-01	1	1	49999	10000	462	92
Smart Solutions Qualified people for you		401154619963846	Facebook	d001	2019-01-01	1	1	49999	25000	249	125
sheikhnews.com	Sheikh Mohiuddin Ahmed	379294702085744	Facebook	d001	2019-01-01	1	1	49999	10000	114	0
Broughton Moor Primary School		1278777502134826	Facebook	d001	2019-01-01	1	1	49999	10000	114	0
Stadtwerke Tübingen: Wir wirken mit.		170813019659671	Facebook	d001	2019-01-01	2	1	45833	17499	124	50
Martynas Nagevičius / LRLS Sostinės liberalai		1146633232128220	Facebook	d001	2019-01-01	5	1	42558	8511	84	0
Banque mondiale		155174084508744	Facebook	d001	2019-01-01	32	1	35891	15225	60	5
Coalition for Reform in Political Advertising UK	Alex Tait on behalf of The Coalition for Reform in Political Advertising 	275297063168071	Facebook	d001	2019-01-01	2	1	35714	15714	98	16
Emily Owen for Aberconwy	Welsh Labour	1902003796689263	Facebook	d001	2019-01-01	1	1	33333	16666	192	38
Kiln Theatre		54933917561	Facebook	d001	2019-01-01	2	1	33332	6666	230	38
Jill Borcherds	Paid for by The Labour Party. Promoted by David Wood on behalf of Jill Borcherds.	1700102263380607	Facebook	d001	2019-01-01	3	1	32498	8000	403	57
Kaar Kaas Sonn		215255338679306	Facebook	d001	2019-01-01	2	1	32258	12903	5	0
Kinder in Gefahr - DVCK e.V.		556019341220640	Facebook	d001	2019-01-01	1	1	31249	12500	62	31
Alex and the jewel		1703830116536718	Facebook	d001	2019-01-01	2	1	29998	15000	148	10
Rosie Newbigging for Welwyn Hatfield	Paid for by The Labour Party. Promoted by Lucy Musk on behalf of Rosie Newbigging.	244638806195801	Facebook	d001	2019-01-01	30	1	29985	6500	1718	0
Daydream Believers - Barnsley FC Film		351543495287992	Facebook	d001	2019-01-01	4	1	26666	11333	153	30
Johann Gudenus		104145976305577	Facebook	d001	2019-01-01	9	1	25612	5193	135	16
Deloitte Nederland		319495812163	Facebook	d001	2019-01-01	2	1	25124	12500	74	12
Yorkshire and the Humber Labour Party	the Labour Party	1608245282744484	Facebook	d001	2019-01-01	1	1	24999	5000	288	57
Adrian Dupu		1866472253420915	Facebook	d001	2019-01-01	1	1	24999	5000	44	0
Deanne Ferguson for Morley and Outwood	the Labour Party	1958050034474947	Facebook	d001	2019-01-01	1	1	24999	5000	288	57
