day_code_filter	day_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d128	2019-05-08	HR	Croatia	SDP Hrvatske	SDP Hrvatske	129634970518	Facebook	46	1	277965	110204	744	34
d128	2019-05-08	HR	Croatia	Hrvatska narodna stranka - liberalni demokrati (HNS)	Hrvatska narodna stranka - liberalni demokrati (HNS)	139606619434725	Facebook	10	1	131166	33721	253	11
d128	2019-05-08	HR	Croatia	pametno.org	pametno.org	144815235686385	Facebook	18	1	114569	39510	233	8
d128	2019-05-08	HR	Croatia	Saša Poljanec-Borić	Hrvatska socijalno liberalna stranka	1914254365351413	Facebook	12	1	103037	26662	204	8
d128	2019-05-08	HR	Croatia	Možemo - politička platforma	Možemo - politička platforma	1064762700374086	Facebook	6	1	100950	24476	224	14
d128	2019-05-08	HR	Croatia	MOST nezavisnih lista	MOST nezavisnih lista	388550077899912	Facebook	20	1	83336	31164	251	22
d128	2019-05-08	HR	Croatia	Karlo Ressler	HDZ - Hrvatska demokratska zajednica	272201060331942	Facebook	12	1	78569	20599	246	14
d128	2019-05-08	HR	Croatia	Valter Flego	Valter Flego	441675022557503	Facebook	6	1	66795	19849	287	74
d128	2019-05-08	HR	Croatia	Jozo Radoš	Jozo Radoš	446717938731095	Facebook	5	1	32123	7999	105	0
d128	2019-05-08	HR	Croatia	Greenpeace Hrvatska	Greenpeace Hrvatska	359170097532754	Facebook	1	1	28571	14285	63	12
d128	2019-05-08	HR	Croatia	Marijana Balić	HDZ - Hrvatska demokratska zajednica	1274752085892321	Facebook	4	1	19285	4285	55	0
d128	2019-05-08	HR	Croatia	Europski parlament, Ured za informiranje u Republici Hrvatskoj	Europski parlament, Ured za informiranje u Republici Hrvatskoj	508795765833382	Facebook	5	1	17165	4999	108	0
d128	2019-05-08	HR	Croatia	Ivana Nikolić Popović	Nikolić Popović Ivana	160505204050427	Facebook	3	1	15138	3027	35	0
d128	2019-05-08	HR	Croatia	Nova ljevica	Markovina Dragan	706769699498076	Facebook	4	1	14241	3121	38	0
d128	2019-05-08	HR	Croatia	GLAS Građansko-liberalni savez	GLAS Građansko-liberalni savez	231052047413325	Facebook	2	1	13332	3666	46	0
d128	2019-05-08	HR	Croatia	Miro Bulj	MOST nezavisnih lista	1252295741481540	Facebook	2	1	12936	5314	14	0
d128	2019-05-08	HR	Croatia	Faktograf.hr	Faktograf.hr	1487935214842281	Facebook	1	1	12499	2499	22	0
d128	2019-05-08	HR	Croatia	Zoran Bahtijarević		2195720960680577	Facebook	4	1	11748	5084	31	5
d128	2019-05-08	HR	Croatia	Ladislav Ilčić	Ladislav Ilčić	621823571235813	Facebook	1	1	9999	1999	17	0
d128	2019-05-08	HR	Croatia	Hrvoje Zekanović		167619146997356	Facebook	1	1	9999	2000	17	0
d128	2019-05-08	HR	Croatia	Stjepan Ribić	HDZ - Hrvatska demokratska zajednica	451335681696047	Facebook	3	1	9249	1838	21	0
d128	2019-05-08	HR	Croatia	Goran Pauk	HDZ - Hrvatska demokratska zajednica	581489628528785	Facebook	1	1	8333	1666	14	0
d128	2019-05-08	HR	Croatia	Davor Škrlec	Zastupnik u Europskom parlamentu Davor Škrlec	1507744276110325	Facebook	1	1	7142	1428	12	0
d128	2019-05-08	HR	Croatia	Sunčana Glavak	HDZ - Hrvatska demokratska zajednica	482597361772021	Facebook	1	1	7142	1428	12	0
d128	2019-05-08	HR	Croatia	Stjepan Adanić	HDZ - Hrvatska demokratska zajednica	408695383042330	Facebook	1	1	6249	1250	11	0
