region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
central_finland	Central Finland	FI	Finland	2592	496	729247	173258	13375	812
central_ostrobothnia	Central Ostrobothnia	FI	Finland	2034	391	114680	23932	2802	20
etela_savo	Etelä-Savo	FI	Finland	2178	424	292548	77635	4163	253
kainuu	Kainuu	FI	Finland	1788	350	64411	11513	2889	34
kymenlaakso	Kymenlaakso	FI	Finland	2305	453	289624	76560	4441	295
lapland_finland	Lapland (Finland)	FI	Finland	2440	493	664340	161484	12066	541
north_karelia	North Karelia	FI	Finland	2248	424	150841	40121	2851	127
northern_ostrobothnia	Northern Ostrobothnia	FI	Finland	2704	516	1693609	487516	23747	1805
ostrobothnia_region	Ostrobothnia (region)	FI	Finland	2693	517	1190788	292677	18241	618
pirkanmaa	Pirkanmaa	FI	Finland	3012	607	1821696	520547	28417	2516
pohjois_savo	Pohjois-Savo	FI	Finland	2369	465	394587	109851	6188	405
paijat_hame	Päijät-Häme	FI	Finland	2386	485	393716	92292	5296	379
satakunta	Satakunta	FI	Finland	2359	472	493021	120689	9600	488
south_karelia	South Karelia	FI	Finland	2176	416	240839	56451	3188	282
southern_ostrobothnia	Southern Ostrobothnia	FI	Finland	2224	447	253475	64582	8107	148
southwest_finland	Southwest Finland	FI	Finland	3676	691	2064426	589776	40812	2693
tavastia_proper	Tavastia Proper	FI	Finland	2372	481	232551	56214	4939	197
uusimaa	Uusimaa	FI	Finland	4541	897	14287759	4471062	184342	23984
aland_islands	Åland Islands	FI	Finland	1921	378	318249	80011	2868	245
