advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Kialo		729627343834501	Facebook	50_100	50 - 100	565	1	10904160	3934369	65989	13090
Sacramento Kings		96222644025	Facebook	50_100	50 - 100	27	1	6813234	3032725	4982	998
Rädda Barnen		72659261793	Facebook	50_100	50 - 100	243	1	4222280	1210026	32588	6726
Britain's Future	Britain's Future	1625300137516491	Facebook	50_100	50 - 100	3488	1	3937589	1043933	61973	0
People's Vote UK	People's Vote	748608695327755	Facebook	50_100	50 - 100	2623	1	2943730	698385	46604	0
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	50_100	50 - 100	3191	1	2918051	707070	56696	0
Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	50_100	50 - 100	25	1	2524951	1044984	1934	386
Plan International Sverige		382243262003	Facebook	50_100	50 - 100	129	1	2055215	526513	16452	3411
Dungeon Defenders		107960282569653	Facebook	50_100	50 - 100	308	1	1967057	805883	8636	1553
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	50_100	50 - 100	2076	1	1964865	426196	36885	0
Greens/EFA in the European Parliament		150527751674751	Facebook	50_100	50 - 100	52	1	1733045	802937	2151	406
ČSSD	ČSSD	111041662264882	Facebook	50_100	50 - 100	80	1	1719711	445935	7769	1554
Lingokids		497983453648415	Facebook	50_100	50 - 100	25	1	1617604	722201	1895	369
Partidul Naţional Liberal		181375448581167	Facebook	50_100	50 - 100	41	1	1592679	584156	2146	430
We are the 52%	We are the 52%	466744973727718	Facebook	50_100	50 - 100	204	1	1591226	405103	3624	0
România în primul rând	Future Innovation	770704223323599	Facebook	50_100	50 - 100	31	1	1527778	556696	1622	325
Conservatives	The Conservative Party	8807334278	Facebook	50_100	50 - 100	1962	1	1499138	365399	34860	0
Nemzeti Televízió	Alfahír Hírportál	164061553749320	Facebook	50_100	50 - 100	40	1	1454959	532492	3095	619
European Parliament		178362315106	Facebook	50_100	50 - 100	988	1	1413906	597838	2229	385
38 Degrees	38 Degrees	200006375787	Facebook	50_100	50 - 100	480	1	1304570	371138	8528	0
Delphinus		20411877802	Facebook	50_100	50 - 100	11	1	1303245	649620	580	110
Dobrev Klára	Demokratikus Koalíció	1880809845328535	Facebook	50_100	50 - 100	31	1	1299965	499992	2398	479
Gazeta Wyborcza		63563473556	Facebook	50_100	50 - 100	48	1	1293108	354488	2782	557
Klang der Solidarität		385076005313967	Facebook	50_100	50 - 100	75	1	1291418	573379	2967	554
TRT World		1559901027613381	Facebook	50_100	50 - 100	8	1	1223198	580184	324	141
