advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Ciudadanos	Ciudadanos	74078667754	Facebook	0_50	0 - 50	5800	1	48130920	11178098	572412	0
Partido Popular	Partido Popular	72249031214	Facebook	0_50	0 - 50	3432	1	38525280	8949058	338710	0
CDU	CDU	78502295414	Facebook	0_50	0 - 50	3170	1	30208509	7507559	312853	0
Britain's Future	Britain's Future	1625300137516491	Facebook	0_50	0 - 50	3488	1	18285597	4847876	287798	0
European Parliament		178362315106	Facebook	0_50	0 - 50	981	1	17975029	5430185	96366	22
SPD	SPD	47930567748	Facebook	0_50	0 - 50	5994	1	15639175	2792281	591558	0
People's Vote UK	People's Vote	748608695327755	Facebook	0_50	0 - 50	2623	1	13670259	3243200	216426	0
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	0_50	0 - 50	3191	1	13551012	3283533	263292	0
FDP	FDP	21289227249	Facebook	0_50	0 - 50	833	1	10194337	2340691	82210	0
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	0_50	0 - 50	2076	1	9124554	1979195	171292	0
PSOE	PSOE	189318235003	Facebook	0_50	0 - 50	250	1	8738465	2700567	24672	0
We are the 52%	We are the 52%	466744973727718	Facebook	0_50	0 - 50	204	1	7389424	1881243	16832	0
Conservatives	The Conservative Party	8807334278	Facebook	0_50	0 - 50	1962	1	6961781	1696864	161886	0
38 Degrees	38 Degrees	200006375787	Facebook	0_50	0 - 50	480	1	6058238	1723513	39605	0
Kialo		729627343834501	Facebook	0_50	0 - 50	211	1	6047335	1346010	18057	0
Banque mondiale		155174084508744	Facebook	0_50	0 - 50	102	1	5071676	1887843	8648	0
SPÖ	SPÖ	77393060080	Facebook	0_50	0 - 50	381	1	4838511	1226171	37601	0
Greenpeace Deutschland		22541752487	Facebook	0_50	0 - 50	369	1	4422821	1138445	36417	0
Kostas Dervos	Kostas Dervos	1970779819866623	Facebook	0_50	0 - 50	135	1	4408101	1275018	13323	0
Initiative Neue Soziale Marktwirtschaft (INSM)	Initiative Neue Soziale Marktwirtschaft (INSM)	121678260974	Facebook	0_50	0 - 50	578	1	4020867	897198	57043	0
Roberta Metsola		406824526101449	Facebook	0_50	0 - 50	453	1	3993079	1127479	44707	0
Dungeon Defenders		107960282569653	Facebook	0_50	0 - 50	266	1	3964984	1320143	22554	0
Right To Vote	Right to Vote	408236463256774	Facebook	0_50	0 - 50	281	1	3849433	870759	23185	0
Greenpeace España	Greenpeace España	133044800622	Facebook	0_50	0 - 50	138	1	3771087	888226	13619	0
Πέτρος Κόκκαλης - Petros Kokkalis	Πέτρος Κόκκαλης - Petros Kokkalis	234040963454964	Facebook	0_50	0 - 50	152	1	3635496	925111	15001	0
