country_code_filter	country_name_filter	age_code	age_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
MT	Malta	13_17	13-17	1332	189	1890799	612208	10293	644
MT	Malta	18_24	18-24	4102	711	8501509	2951428	43838	3975
MT	Malta	25_34	25-34	4505	794	10924885	3811394	57269	5696
MT	Malta	35_44	35-44	4454	787	9111923	3110030	50538	4198
MT	Malta	45_54	45-54	4321	759	6956167	2321502	41185	3068
MT	Malta	55_64	55-64	3753	710	7315243	2355725	45338	2887
MT	Malta	65_	65+	3471	639	5712809	1805918	35759	2139
