age_code	age_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
13_17	13-17	MT	Malta	380	40	608152	181991	3414	315
18_24	18-24	MT	Malta	590	63	2923391	997486	17539	2287
25_34	25-34	MT	Malta	623	65	4355763	1513570	27726	3785
35_44	35-44	MT	Malta	611	65	3528930	1201417	22915	2846
45_54	45-54	MT	Malta	584	63	2440084	816618	16086	1893
55_64	55-64	MT	Malta	565	61	2315644	760317	17818	2444
65_	65+	MT	Malta	522	57	1646952	534657	12692	1660
