spend_code	spend_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_50	0 - 50	EE	Estonia	46	10	318193	70832	4244	0
50_100	50 - 100	EE	Estonia	46	10	993	221	13	0
100_1k	100 - 1k	EE	Estonia	6	4	151289	30646	1500	300
