week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w019	Week 19	2019-05-06	2019-05-12	ES	Spain	3916	283	36422231	13492634	381301	23174
w018	Week 18	2019-04-29	2019-05-05	ES	Spain	2902	292	18336665	6559294	155635	10971
w017	Week 17	2019-04-22	2019-04-28	ES	Spain	9047	419	247756453	98213031	1880365	302400
w016	Week 16	2019-04-15	2019-04-21	ES	Spain	6504	451	136940771	47440905	895055	97402
w015	Week 15	2019-04-08	2019-04-14	ES	Spain	2090	598	41869453	17584019	213717	40180
w014	Week 14	2019-04-01	2019-04-07	ES	Spain	1247	522	11133062	4459441	53500	6713
w013	Week 13	2019-03-25	2019-03-31	ES	Spain	1065	430	13681945	5746495	64717	9687
w012	Week 12	2019-03-18	2019-03-24	ES	Spain	1240	412	7867103	2879677	69031	3677
w011	Week 11	2019-03-11	2019-03-17	ES	Spain	730	297	10421950	3906273	58554	7519
w010	Week 10	2019-03-04	2019-03-10	ES	Spain	737	267	6797515	2630963	42676	1740
w009	Week 9	2019-02-25	2019-03-03	ES	Spain	261	107	2256533	932153	8903	637
w008	Week 8	2019-02-18	2019-02-24	ES	Spain	197	83	2646175	1163262	6108	770
w007	Week 7	2019-02-11	2019-02-17	ES	Spain	180	73	3754499	1595893	22395	7493
w006	Week 6	2019-02-04	2019-02-10	ES	Spain	147	58	1374628	510580	8119	1304
w005	Week 5	2019-01-28	2019-02-03	ES	Spain	188	60	2211406	911570	6734	643
w004	Week 4	2019-01-21	2019-01-27	ES	Spain	266	48	1730560	552315	17415	474
w003	Week 3	2019-01-14	2019-01-20	ES	Spain	134	49	816797	328898	3214	460
w002	Week 2	2019-01-07	2019-01-13	ES	Spain	98	40	229253	80675	2089	240
w001	Week 1	2019-01-01	2019-01-06	ES	Spain	85	36	416307	150178	2122	331
