country_code_filter	country_name_filter	spend_code	spend_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
BG	Bulgaria	0_1k	0 - 1k	2724	750	26445304	9718984	85588	8783
BG	Bulgaria	1k_5k	1k - 5k	65	33	2059409	913176	16009	3338
BG	Bulgaria	5k_10k	5k - 10k	5	5	11119	5559	262	69
BG	Bulgaria	10k_50k	10k - 50k	1	1	6351	3175	282	56
