advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Път на младите	Път на младите	2051476654950711	Facebook	50_100	50 - 100	BG	Bulgaria	15	1	312135	153571	1340	264
Веселин Марешки		427091487494895	Facebook	50_100	50 - 100	BG	Bulgaria	3	1	253591	108319	322	64
ПП ГЕРБ - Стара Загора	ПП ГЕРБ - Стара Загора	229586070497595	Facebook	50_100	50 - 100	BG	Bulgaria	2	1	84942	41904	187	36
Ивелина Василева		1438646326347103	Facebook	50_100	50 - 100	BG	Bulgaria	2	1	3779	755	6	0
Радан Кънев	Радан Кънев	1461853244069926	Facebook	50_100	50 - 100	BG	Bulgaria	23	1	2619	901	6	0
Пламена Заячка	Zayachka Plamena	265202954078265	Facebook	50_100	50 - 100	BG	Bulgaria	19	1	2181	388	55	0
Дани Каназирева		448500651897944	Facebook	50_100	50 - 100	BG	Bulgaria	1	1	1889	377	3	0
Любомира Ганчева	Gancheva Lyubomira	483954725396036	Facebook	50_100	50 - 100	BG	Bulgaria	4	1	1759	331	12	0
dmfilipov		305015120425184	Facebook	50_100	50 - 100	BG	Bulgaria	1	1	1645	329	2	0
Ваня Григорова - независим кандидат за евродепутат	Vanya Grigorova 	344617396401957	Facebook	50_100	50 - 100	BG	Bulgaria	16	1	1637	332	4	0
Приоритети	БЗНС	1163987410423594	Facebook	50_100	50 - 100	BG	Bulgaria	20	1	1616	411	5	0
За Земята	Keremidchieva Violeta	404421529636122	Facebook	50_100	50 - 100	BG	Bulgaria	11	1	1545	395	3	0
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	50_100	50 - 100	BG	Bulgaria	1	1	1345	538	0	0
Демократична България	Демократична България	995342840629890	Facebook	50_100	50 - 100	BG	Bulgaria	13	1	1188	255	3	0
ПП Глас народен	ПП Глас народен	127457487402289	Facebook	50_100	50 - 100	BG	Bulgaria	8	1	1040	208	2	0
Стефан Тафров	Стефан Тафров	233810563693016	Facebook	50_100	50 - 100	BG	Bulgaria	10	1	1027	224	3	0
Постоянна ромска конференция	Roma Standing Conference	2169116143357997	Facebook	50_100	50 - 100	BG	Bulgaria	3	1	841	337	0	0
Емил А. Георгиев	Georgiev Emil	1228198117206814	Facebook	50_100	50 - 100	BG	Bulgaria	8	1	746	186	2	0
Крум Дончев/Krum Donchev	Крум Дончев/Krum Donchev	155516354469476	Facebook	50_100	50 - 100	BG	Bulgaria	6	1	719	143	1	0
informo.bg	informo.bg	262524054082832	Facebook	50_100	50 - 100	BG	Bulgaria	4	1	711	221	1	0
Лиляна Павлова	Лиляна Павлова	119576588238010	Facebook	50_100	50 - 100	BG	Bulgaria	13	1	675	234	3	0
Петър Клисаров	ПП Пряка Демокрация	2041389956077700	Facebook	50_100	50 - 100	BG	Bulgaria	8	1	565	230	2	0
Кристиян Шкварек	Oblakov Nikolay	651747871952382	Facebook	50_100	50 - 100	BG	Bulgaria	10	1	477	132	3	0
Консерваторъ	Oblakov Nikolay	1840027882991452	Facebook	50_100	50 - 100	BG	Bulgaria	3	1	422	84	0	0
Инициатива "Правосъдие за всеки"	Инициатива "Правосъдие за всеки"	364788430386875	Facebook	50_100	50 - 100	BG	Bulgaria	2	1	399	158	0	0
