day_code	day_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d137	2019-05-17	FR	France	950	193	5761536	2559279	29993	6145
d136	2019-05-16	FR	France	992	208	5800930	2573823	30698	6198
d135	2019-05-15	FR	France	974	220	3603509	1511538	20601	4161
d134	2019-05-14	FR	France	957	227	3613416	1511614	21026	4223
d133	2019-05-13	FR	France	953	214	2850561	1114134	19746	3141
d132	2019-05-12	FR	France	857	215	2173451	900049	12849	2657
d131	2019-05-11	FR	France	899	228	2401872	951168	15096	2921
d130	2019-05-10	FR	France	911	230	3577673	1501766	19426	5504
d129	2019-05-09	FR	France	892	236	4518082	1924268	22405	4928
d128	2019-05-08	FR	France	790	224	552959	200962	4219	518
d127	2019-05-07	FR	France	760	208	566901	190384	5518	546
d126	2019-05-06	FR	France	772	225	854760	298888	6274	784
d125	2019-05-05	FR	France	751	229	583515	216014	4655	505
d124	2019-05-04	FR	France	748	232	686179	269269	4763	1018
d123	2019-05-03	FR	France	795	243	8385711	3847043	40139	8888
d122	2019-05-02	FR	France	799	233	838125	304404	5907	805
d121	2019-05-01	FR	France	791	229	722304	265865	4403	611
d120	2019-04-30	FR	France	968	260	3027445	1213071	24140	5106
d119	2019-04-29	FR	France	1001	260	1085963	391501	7408	1041
d118	2019-04-28	FR	France	955	266	851317	325671	5622	893
d117	2019-04-27	FR	France	975	283	924069	348561	6034	925
d116	2019-04-26	FR	France	1085	291	1037009	395434	7666	1111
d115	2019-04-25	FR	France	1050	288	1222794	476268	8220	1237
d114	2019-04-24	FR	France	1101	300	3561437	1506933	15308	3148
d113	2019-04-23	FR	France	1114	318	1184825	448404	9172	1255
d112	2019-04-22	FR	France	1099	318	1030336	417311	7175	1095
d111	2019-04-21	FR	France	1126	340	1042216	416718	7577	1075
d110	2019-04-20	FR	France	1149	371	1153827	472191	8001	1185
d109	2019-04-19	FR	France	1245	399	1165821	463105	7945	1163
d108	2019-04-18	FR	France	1305	434	1876421	572227	16276	2402
