advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
People's Vote UK	People's Vote	748608695327755	Facebook	u45_54	unknown (45-54)	2851	1	349938	122102	5683	1035
Britain's Future	Britain's Future	1625300137516491	Facebook	u45_54	unknown (45-54)	3622	1	285809	86125	3399	495
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	u45_54	unknown (45-54)	1880	1	197716	66962	2507	258
Kialo		729627343834501	Facebook	u45_54	unknown (45-54)	761	1	181116	72552	1441	374
European Parliament		178362315106	Facebook	u45_54	unknown (45-54)	981	1	137012	60021	911	224
Best For Britain	Best for Britain	1863944713844924	Facebook	u45_54	unknown (45-54)	584	1	127653	54222	1780	423
The Labour Party	The Labour Party	25749647410	Facebook	u45_54	unknown (45-54)	542	1	102713	40356	935	196
38 Degrees	38 Degrees	200006375787	Facebook	u45_54	unknown (45-54)	619	1	100482	36190	691	103
Conservatives	The Conservative Party	8807334278	Facebook	u45_54	unknown (45-54)	807	1	90082	34369	1217	164
Podemos	Unidas Podemos	269212336568846	Facebook	u45_54	unknown (45-54)	265	1	78885	35532	499	133
We are the 52%	We are the 52%	466744973727718	Facebook	u45_54	unknown (45-54)	276	1	74361	27832	197	27
Ciudadanos	Ciudadanos	74078667754	Facebook	u45_54	unknown (45-54)	2301	1	66888	20602	621	54
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	u45_54	unknown (45-54)	503	1	66118	24388	1247	240
Médecins du Monde France		265420476920	Facebook	u45_54	unknown (45-54)	1037	1	58653	18007	1108	80
Partido Popular	Partido Popular	72249031214	Facebook	u45_54	unknown (45-54)	1060	1	57967	19216	437	49
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	u45_54	unknown (45-54)	398	1	57465	20953	723	142
Greenpeace France		39435457457	Facebook	u45_54	unknown (45-54)	108	1	54766	24656	270	63
Plan International Sverige		382243262003	Facebook	u45_54	unknown (45-54)	304	1	52610	16669	443	104
The Brexit Party	The Brexit Party	230416667843105	Facebook	u45_54	unknown (45-54)	91	1	50495	23629	702	200
Sosialidemokraatit SDP		108945982480217	Facebook	u45_54	unknown (45-54)	265	1	46942	18558	279	65
Right To Vote	Right to Vote	408236463256774	Facebook	u45_54	unknown (45-54)	343	1	39484	9933	332	49
European Greens		141366725876424	Facebook	u45_54	unknown (45-54)	144	1	39162	17264	323	79
Ben Houchen - Tees Valley Mayor	Ben Houchen	1934566156780439	Facebook	u45_54	unknown (45-54)	125	1	33338	11882	224	49
Scientists for EU	Scientists for EU	642444842524195	Facebook	u45_54	unknown (45-54)	61	1	30078	9874	211	36
Amnesty International UK		7624294394	Facebook	u45_54	unknown (45-54)	76	1	27636	12032	289	91
