advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Britain's Future	Britain's Future	1625300137516491	Facebook	u65_	unknown (65+)	3610	1	334643	97028	4058	577
People's Vote UK	People's Vote	748608695327755	Facebook	u65_	unknown (65+)	2548	1	205398	69902	3909	671
38 Degrees	38 Degrees	200006375787	Facebook	u65_	unknown (65+)	623	1	135851	48262	949	133
Best For Britain	Best for Britain	1863944713844924	Facebook	u65_	unknown (65+)	565	1	122591	51528	1817	424
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	u65_	unknown (65+)	1754	1	106060	34070	1645	147
We are the 52%	We are the 52%	466744973727718	Facebook	u65_	unknown (65+)	276	1	96102	34223	289	37
The Labour Party	The Labour Party	25749647410	Facebook	u65_	unknown (65+)	534	1	72488	27572	673	137
Conservatives	The Conservative Party	8807334278	Facebook	u65_	unknown (65+)	699	1	66468	23964	1218	141
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	u65_	unknown (65+)	508	1	63295	22168	1312	223
Médecins du Monde France		265420476920	Facebook	u65_	unknown (65+)	1027	1	57496	17336	1068	83
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	u65_	unknown (65+)	423	1	51701	18311	824	134
The Brexit Party	The Brexit Party	230416667843105	Facebook	u65_	unknown (65+)	89	1	45694	21594	666	194
European Parliament		178362315106	Facebook	u65_	unknown (65+)	660	1	34397	14168	235	49
Greenpeace France		39435457457	Facebook	u65_	unknown (65+)	107	1	34329	15521	175	41
Right To Vote	Right to Vote	408236463256774	Facebook	u65_	unknown (65+)	346	1	29483	7275	281	35
Sosialidemokraatit SDP		108945982480217	Facebook	u65_	unknown (65+)	217	1	26616	10164	171	34
Podemos	Unidas Podemos	269212336568846	Facebook	u65_	unknown (65+)	177	1	25262	11418	162	42
Vattenfall Sverige		608975645850217	Facebook	u65_	unknown (65+)	25	1	24774	11416	326	89
Ciudadanos	Ciudadanos	74078667754	Facebook	u65_	unknown (65+)	1654	1	23344	7259	221	18
TheArticle	TheArticle	607840469632004	Facebook	u65_	unknown (65+)	26	1	22967	10120	316	71
Ben Houchen - Tees Valley Mayor	Ben Houchen	1934566156780439	Facebook	u65_	unknown (65+)	121	1	22051	7703	153	31
Plan International Sverige		382243262003	Facebook	u65_	unknown (65+)	286	1	21394	6967	189	45
Scientists for EU	Scientists for EU	642444842524195	Facebook	u65_	unknown (65+)	57	1	20901	6543	128	20
Amnesty International UK		7624294394	Facebook	u65_	unknown (65+)	77	1	20371	8682	209	64
Oxfam Great Britain	Oxfam GB	7214031395	Facebook	u65_	unknown (65+)	60	1	18652	6807	311	67
