advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Britain's Future	Britain's Future	1625300137516491	Facebook	m55_64	male (55-64)	3888	1	12254560	3677677	136393	19397
Ciudadanos	Ciudadanos	74078667754	Facebook	m55_64	male (55-64)	3836	1	5556742	1702711	52373	4317
We are the 52%	We are the 52%	466744973727718	Facebook	m55_64	male (55-64)	278	1	5293562	1932448	14767	1927
People's Vote UK	People's Vote	748608695327755	Facebook	m55_64	male (55-64)	3298	1	4704128	1527866	76248	12753
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	m55_64	male (55-64)	384	1	4672241	1940495	20919	4020
European Parliament		178362315106	Facebook	m55_64	male (55-64)	930	1	4521146	1983201	29208	6615
Podemos	Unidas Podemos	269212336568846	Facebook	m55_64	male (55-64)	212	1	4164948	1890465	27033	7241
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	m55_64	male (55-64)	86	1	3719228	1695735	8515	2356
Conservatives	The Conservative Party	8807334278	Facebook	m55_64	male (55-64)	1551	1	3320529	1263638	43357	5675
SPD	SPD	47930567748	Facebook	m55_64	male (55-64)	4460	1	3303228	864044	78135	4068
Partito Democratico		77034286895	Facebook	m55_64	male (55-64)	187	1	3088974	1330369	12866	2780
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	m55_64	male (55-64)	2034	1	3081262	972252	55498	5681
The Labour Party	The Labour Party	25749647410	Facebook	m55_64	male (55-64)	615	1	3044614	1203601	27589	6015
38 Degrees	38 Degrees	200006375787	Facebook	m55_64	male (55-64)	643	1	2619717	938984	18008	2659
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	m55_64	male (55-64)	128	1	2345081	987400	4437	1175
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	m55_64	male (55-64)	63	1	2341336	1091701	5171	2306
Partido Popular	Partido Popular	72249031214	Facebook	m55_64	male (55-64)	1236	1	2218958	820373	12150	1775
The Brexit Party	The Brexit Party	230416667843105	Facebook	m55_64	male (55-64)	107	1	2203441	1042092	32732	9557
Best For Britain	Best for Britain	1863944713844924	Facebook	m55_64	male (55-64)	725	1	1972717	809785	30962	6852
sp.a	sp.a	57253967150	Facebook	m55_64	male (55-64)	264	1	1698121	629539	9783	1962
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	m55_64	male (55-64)	113	1	1667061	717331	14238	3322
România în primul rând	Future Innovation	770704223323599	Facebook	m55_64	male (55-64)	79	1	1651784	721272	2009	490
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	m55_64	male (55-64)	31	1	1518490	699383	3869	1074
Vlaams Belang	Vlaams Belang	56605856504	Facebook	m55_64	male (55-64)	74	1	1495894	689500	11856	2759
Sosialidemokraatit SDP		108945982480217	Facebook	m55_64	male (55-64)	265	1	1487773	594906	9335	2041
