advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	u25_34	unknown (25-34)	1188	1	312052	137605	1829	454
Kialo		729627343834501	Facebook	u25_34	unknown (25-34)	791	1	289960	113865	2146	530
People's Vote UK	People's Vote	748608695327755	Facebook	u25_34	unknown (25-34)	2637	1	218310	77512	2972	522
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	u25_34	unknown (25-34)	1740	1	181797	65354	1983	208
European Greens		141366725876424	Facebook	u25_34	unknown (25-34)	263	1	162798	70698	1087	270
Podemos	Unidas Podemos	269212336568846	Facebook	u25_34	unknown (25-34)	281	1	105660	47863	619	160
Greenpeace France		39435457457	Facebook	u25_34	unknown (25-34)	118	1	90655	40997	440	100
Médecins du Monde France		265420476920	Facebook	u25_34	unknown (25-34)	1090	1	76887	24179	1360	103
Best For Britain	Best for Britain	1863944713844924	Facebook	u25_34	unknown (25-34)	493	1	69862	29433	834	202
Ciudadanos	Ciudadanos	74078667754	Facebook	u25_34	unknown (25-34)	2446	1	69670	21263	714	50
Sosialidemokraatit SDP		108945982480217	Facebook	u25_34	unknown (25-34)	272	1	60119	23006	396	88
Plan International Sverige		382243262003	Facebook	u25_34	unknown (25-34)	297	1	57186	19722	414	102
Conservatives	The Conservative Party	8807334278	Facebook	u25_34	unknown (25-34)	709	1	54780	21129	544	85
The Labour Party	The Labour Party	25749647410	Facebook	u25_34	unknown (25-34)	457	1	54314	21602	411	83
Partido Popular	Partido Popular	72249031214	Facebook	u25_34	unknown (25-34)	742	1	50907	19327	285	44
sp.a	sp.a	57253967150	Facebook	u25_34	unknown (25-34)	278	1	43799	18256	188	43
European Commission		107898832590939	Facebook	u25_34	unknown (25-34)	68	1	41888	19105	235	66
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	u25_34	unknown (25-34)	358	1	35452	12256	320	48
Greenpeace Deutschland		22541752487	Facebook	u25_34	unknown (25-34)	324	1	35006	12967	226	32
SPD	SPD	47930567748	Facebook	u25_34	unknown (25-34)	1113	1	34584	11106	655	47
38 Degrees	38 Degrees	200006375787	Facebook	u25_34	unknown (25-34)	595	1	34454	12686	234	35
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	u25_34	unknown (25-34)	181	1	34450	13539	98	18
Greenpeace España	Greenpeace España	133044800622	Facebook	u25_34	unknown (25-34)	173	1	33400	12031	112	14
WWF Suomi		119054448115588	Facebook	u25_34	unknown (25-34)	25	1	32718	15499	128	32
Kyriakos Mitsotakis		34848567724	Facebook	u25_34	unknown (25-34)	102	1	29923	12518	68	13
