day_code_filter	day_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d132	2019-05-12	DK	Denmark	Venstre, Danmarks Liberale Parti		21465928829	Facebook	21	1	570080	239400	4445	1150
d132	2019-05-12	DK	Denmark	Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	103	1	411454	106564	3074	839
d132	2019-05-12	DK	Denmark	Liberal Alliance	Liberal Alliance	106952222676974	Facebook	561	1	214904	45220	1511	246
d132	2019-05-12	DK	Denmark	Socialdemokratiet	Socialdemokratiet	41459763029	Facebook	23	1	200154	83196	1842	685
d132	2019-05-12	DK	Denmark	Facebook Nordic	Facebook	334318366655425	Facebook	4	1	199998	99999	1338	669
d132	2019-05-12	DK	Denmark	Lizette Risgaard		547601668763372	Facebook	32	1	177909	69130	1396	338
d132	2019-05-12	DK	Denmark	Mette Frederiksen	Socialdemokratiet	57497067718	Facebook	6	1	154997	47500	1706	441
d132	2019-05-12	DK	Denmark	Oxfam IBIS	Oxfam IBIS	144965885963	Facebook	25	1	133491	29499	1341	324
d132	2019-05-12	DK	Denmark	Alternativet	Alternativet	676061179094769	Facebook	4	1	124994	44998	847	316
d132	2019-05-12	DK	Denmark	Nikolaj Bøgh	Nikolaj Bøgh	674034729594774	Facebook	8	1	120495	38000	764	191
d132	2019-05-12	DK	Denmark	Morten Dahlin	Morten Dahlin	577345799101307	Facebook	114	1	108234	25247	398	79
d132	2019-05-12	DK	Denmark	Sophie Løhde	Sophie Løhde	699619700116377	Facebook	8	1	103325	20665	1394	285
d132	2019-05-12	DK	Denmark	Mona Juul	Mona Juul	2079067062409423	Facebook	35	1	102653	26250	962	208
d132	2019-05-12	DK	Denmark	Zetland	Zetland	341299649231023	Facebook	1	1	99999	40000	267	133
d132	2019-05-12	DK	Denmark	Søren Pape Poulsen	Søren Pape Poulsen	952334508116178	Facebook	6	1	85497	16999	1055	216
d132	2019-05-12	DK	Denmark	Troels Lund Poulsen	Poulsen Troels Lund	139443622778678	Facebook	16	1	74161	17833	889	200
d132	2019-05-12	DK	Denmark	Pia Olsen Dyhr	SF	49348971479	Facebook	8	1	65996	31066	816	362
d132	2019-05-12	DK	Denmark	Morten Klessen	Socialdemokratiet i Nordjylland	1039840406189567	Facebook	21	1	64710	18628	459	106
d132	2019-05-12	DK	Denmark	Alex Vanopslagh	Alex Vanopslagh	671022293105597	Facebook	21	1	54374	15247	357	88
