country_code_filter	country_name_filter	day_code	day_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
DK	Denmark	d135	2019-05-15	2467	327	4156196	1259597	35016	8568
DK	Denmark	d134	2019-05-14	2567	355	5559921	1757787	44516	11570
DK	Denmark	d133	2019-05-13	2415	348	6097689	1995573	55681	14463
DK	Denmark	d132	2019-05-12	2301	329	5650792	1876384	50630	13170
DK	Denmark	d131	2019-05-11	2291	344	5445999	1790624	52178	13201
DK	Denmark	d130	2019-05-10	2654	355	6122838	1904349	62663	15590
DK	Denmark	d129	2019-05-09	2395	335	5347759	1683151	58081	14005
DK	Denmark	d128	2019-05-08	2276	317	5914199	1918913	54439	13580
DK	Denmark	d127	2019-05-07	2139	291	5360387	1703929	48626	12420
DK	Denmark	d126	2019-05-06	1842	255	2902179	918142	23576	5960
DK	Denmark	d125	2019-05-05	1753	259	1982589	672159	17462	4089
DK	Denmark	d124	2019-05-04	1763	268	2044106	651500	17048	4118
DK	Denmark	d123	2019-05-03	1790	280	2435574	726800	21147	5063
DK	Denmark	d122	2019-05-02	1790	274	2244994	689338	18451	4592
DK	Denmark	d121	2019-05-01	1783	275	2024735	608306	18265	4369
DK	Denmark	d120	2019-04-30	2004	286	1838606	561759	16253	4092
DK	Denmark	d119	2019-04-29	1929	273	2056038	613243	17441	4231
DK	Denmark	d118	2019-04-28	1818	254	2029835	600404	17674	4480
DK	Denmark	d117	2019-04-27	1776	253	1743622	553862	15178	3902
DK	Denmark	d116	2019-04-26	1780	255	1751636	584808	15054	3895
DK	Denmark	d115	2019-04-25	1711	264	1360015	391409	12373	2945
DK	Denmark	d114	2019-04-24	1598	266	1231537	345529	11002	2604
DK	Denmark	d113	2019-04-23	1587	267	1461659	463317	11844	2940
DK	Denmark	d112	2019-04-22	1538	271	983196	292956	8466	2296
DK	Denmark	d111	2019-04-21	1532	261	983483	298711	8943	2289
DK	Denmark	d110	2019-04-20	1523	262	1006520	298054	9009	2415
DK	Denmark	d109	2019-04-19	1540	280	1042824	324475	10381	2737
DK	Denmark	d108	2019-04-18	1510	283	1315141	451540	11732	3319
DK	Denmark	d107	2019-04-17	1513	288	1460938	487040	19154	4326
DK	Denmark	d106	2019-04-16	1491	297	1001896	293619	9080	2320
DK	Denmark	d105	2019-04-15	1448	318	728277	218019	7165	1555
DK	Denmark	d104	2019-04-14	1418	315	766918	232399	7213	1650
DK	Denmark	d103	2019-04-13	1391	309	667773	208786	6359	1360
DK	Denmark	d102	2019-04-12	1477	324	833031	249541	7054	1526
DK	Denmark	d101	2019-04-11	1357	313	754862	231857	7516	1494
DK	Denmark	d100	2019-04-10	1233	303	686868	211920	7235	1542
DK	Denmark	d099	2019-04-09	1029	293	630671	190840	6575	1539
DK	Denmark	d098	2019-04-08	932	284	862736	304515	7194	1599
DK	Denmark	d097	2019-04-07	916	277	644692	187256	6234	1449
DK	Denmark	d096	2019-04-06	898	275	661392	193367	6610	1557
DK	Denmark	d095	2019-04-05	926	287	793984	239148	10509	2278
DK	Denmark	d094	2019-04-04	888	276	749014	233033	9803	2201
DK	Denmark	d093	2019-04-03	856	257	654821	182400	6760	1342
DK	Denmark	d092	2019-04-02	822	253	601722	160394	5967	1201
DK	Denmark	d091	2019-04-01	745	235	586966	169775	6330	1443
DK	Denmark	d090	2019-03-31	746	237	478823	143935	4948	1130
DK	Denmark	d089	2019-03-30	732	223	531940	159314	5365	1261
DK	Denmark	d088	2019-03-29	749	227	745142	240365	8194	1776
DK	Denmark	d087	2019-03-28	709	213	733243	241212	7691	1723
DK	Denmark	d086	2019-03-27	671	189	857628	278298	7526	1708
