advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	0_50	0 - 50	DK	Denmark	284	1	2012454	509601	9990	1696
Liberal Alliance	Liberal Alliance	106952222676974	Facebook	0_50	0 - 50	DK	Denmark	699	1	1884746	323444	13200	1083
Morten Dahlin	Morten Dahlin	577345799101307	Facebook	0_50	0 - 50	DK	Denmark	169	1	1052376	267076	4429	441
Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	0_50	0 - 50	DK	Denmark	91	1	555781	123716	2643	391
Nick Zimmermann - Dansk Folkeparti	Zimmermann Nick	331034483992282	Facebook	0_50	0 - 50	DK	Denmark	37	1	480039	122336	1660	319
Socialdemokratiet	Socialdemokratiet	41459763029	Facebook	0_50	0 - 50	DK	Denmark	84	1	464756	120950	1813	190
Christel Schaldemose	Christel Schaldemose	424159230945271	Facebook	0_50	0 - 50	DK	Denmark	90	1	454598	124977	1819	170
Morten Østergaard	Radikale Venstre	252520351444054	Facebook	0_50	0 - 50	DK	Denmark	40	1	424836	98719	1451	250
European Parliament		178362315106	Facebook	0_50	0 - 50	DK	Denmark	51	1	415666	104673	4836	0
Europa-Parlamentet i Danmark	Europa-Parlamentet i Danmark	128700897207990	Facebook	0_50	0 - 50	DK	Denmark	67	1	413300	98588	3528	160
Mai Mercado	Mai Mercado	397094903687472	Facebook	0_50	0 - 50	DK	Denmark	279	1	403698	38742	4472	210
Charlotte Munch - Politiker		210317432480139	Facebook	0_50	0 - 50	DK	Denmark	63	1	402761	81666	1790	260
Mona Juul	Mona Juul	2079067062409423	Facebook	0_50	0 - 50	DK	Denmark	66	1	398084	85975	2716	501
Niels Fuglsang		264009771074617	Facebook	0_50	0 - 50	DK	Denmark	103	1	373233	85715	2101	200
Kathrine Olldag	Olldag Kathrine	810476755802044	Facebook	0_50	0 - 50	DK	Denmark	83	1	314771	72463	3346	612
Klaus Riskær Pedersen	Parti Klaus Riskær Pedersen	728307113871618	Facebook	0_50	0 - 50	DK	Denmark	308	1	313190	1499	4156	20
Lars Chr. Lilleholt		1408142216156387	Facebook	0_50	0 - 50	DK	Denmark	91	1	308235	68769	7696	0
Anne Skau Styrishave	Styrishave Anne Skau	1407237706021123	Facebook	0_50	0 - 50	DK	Denmark	18	1	289848	68953	714	129
GetBarry		1351813504859326	Facebook	0_50	0 - 50	DK	Denmark	21	1	264154	62803	2072	0
Fagbevægelsens Hovedorganisation	Fagbevægelsens Hovedorganisation	261599053881378	Facebook	0_50	0 - 50	DK	Denmark	29	1	261645	73227	1084	190
Mellemfolkeligt Samvirke	Mellemfolkeligt Samvirke	5624899398	Facebook	0_50	0 - 50	DK	Denmark	78	1	241996	49487	2137	301
Jeppe Kofod	Socialdemokratiet	137685999659722	Facebook	0_50	0 - 50	DK	Denmark	28	1	234410	64481	1218	230
Danske Medier	Danske Medier	300107073389986	Facebook	0_50	0 - 50	DK	Denmark	38	1	229583	66210	1129	170
Afrika Kontakt		194452460650048	Facebook	0_50	0 - 50	DK	Denmark	32	1	218898	53478	1308	240
Alex Vanopslagh	Alex Vanopslagh	671022293105597	Facebook	0_50	0 - 50	DK	Denmark	53	1	216149	71728	1918	331
