spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
1k_5k	1k - 5k	CY	Cyprus	European Parliament		178362315106	Facebook	4	1	1263159	629270	10429	2086
1k_5k	1k - 5k	CY	Cyprus	European Parliament Office in Cyprus		205478755729	Facebook	1	1	998791	499396	4992	998
1k_5k	1k - 5k	CY	Cyprus	γυρίζουμε		278308089460720	Facebook	1	1	221024	88409	2209	442
1k_5k	1k - 5k	CY	Cyprus	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	1	1	201395	80558	2013	402
1k_5k	1k - 5k	CY	Cyprus	European Greens	European Greens	141366725876424	Facebook	2	1	74486	35081	480	96
1k_5k	1k - 5k	CY	Cyprus	EU Environment		305608429284	Facebook	1	1	73112	36556	365	73
1k_5k	1k - 5k	CY	Cyprus	Europe Together		140105536131109	Facebook	1	1	40868	20434	204	40
1k_5k	1k - 5k	CY	Cyprus	European Commission		107898832590939	Facebook	1	1	38681	19341	193	38
1k_5k	1k - 5k	CY	Cyprus	Hoxton Capital Management		353185345195139	Facebook	1	1	25337	10135	58	29
1k_5k	1k - 5k	CY	Cyprus	Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	2	1	21960	10980	109	21
1k_5k	1k - 5k	CY	Cyprus	EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	1	1	16957	6782	169	33
1k_5k	1k - 5k	CY	Cyprus	European Youth Event		919232861444360	Facebook	1	1	14415	7208	72	14
1k_5k	1k - 5k	CY	Cyprus	ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	2	1	14248	5699	142	28
1k_5k	1k - 5k	CY	Cyprus	MasterClass		687589164666184	Facebook	2	1	4256	2128	18	3
1k_5k	1k - 5k	CY	Cyprus	Pologize Fashion		274227073497806	Facebook	1	1	2358	1179	20	10
1k_5k	1k - 5k	CY	Cyprus	Matthew Hussey		525275707491504	Facebook	3	1	1394	557	12	2
1k_5k	1k - 5k	CY	Cyprus	Vegas Live Community		1024725667661429	Facebook	1	1	272	136	12	2
1k_5k	1k - 5k	CY	Cyprus	Elvis & Kresse		203332156348921	Facebook	1	1	99	49	1	0
1k_5k	1k - 5k	CY	Cyprus	Milaap		315603771494	Facebook	1	1	67	27	0	0
1k_5k	1k - 5k	CY	Cyprus	The Charity for Civil Servants		216978845071240	Facebook	1	1	61	30	1	0
1k_5k	1k - 5k	CY	Cyprus	eToro		105255116217636	Facebook	2	1	50	25	1	0
1k_5k	1k - 5k	CY	Cyprus	Ecogreen		2207467306235731	Facebook	1	1	5	2	0	0
1k_5k	1k - 5k	CY	Cyprus	Guardian Weekly		64525551258	Facebook	1	1	2	0	0	0
1k_5k	1k - 5k	CY	Cyprus	Voices for Refugees - أصوات لأجل اللاجئين		1601274913421469	Facebook	1	1	2	1	0	0
1k_5k	1k - 5k	CY	Cyprus	Humble Household		1746853745395190	Facebook	1	1	1	0	0	0
1k_5k	1k - 5k	CY	Cyprus	Zero Waste Produce Bags		195587574474388	Facebook	1	1	1	0	0	0
1k_5k	1k - 5k	CY	Cyprus	Revista QB		1908798559359662	Facebook	1	1	0	0	0	0
