recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-13	2019-05-13	SE	Sweden	1565	286	4377283	1348231	39131	9525
rd2	Last 2 days	2019-05-12	2019-05-13	SE	Sweden	1703	321	9560765	2907628	85856	21111
rd3	Last 3 days	2019-05-11	2019-05-13	SE	Sweden	1820	340	14455030	4433741	131189	32644
rd4	Last 4 days	2019-05-10	2019-05-13	SE	Sweden	2012	355	20602379	6433596	192045	47317
rd5	Last 5 days	2019-05-09	2019-05-13	SE	Sweden	2165	367	26516826	8366282	252635	64624
rd6	Last 6 days	2019-05-08	2019-05-13	SE	Sweden	2303	380	31395593	9972313	301676	75776
rw1	Last week	2019-05-07	2019-05-13	SE	Sweden	2392	388	34988631	11094791	332031	82923
rw2	Last 2 weeks	2019-04-30	2019-05-13	SE	Sweden	3255	523	53751427	17247044	475814	118225
rw3	Last 3 weeks	2019-04-23	2019-05-13	SE	Sweden	3748	621	61628864	19880334	540260	134783
rw4	Last 4 weeks	2019-04-16	2019-05-13	SE	Sweden	4196	771	67422636	21929787	582741	146015
rm1	Last month	2019-04-14	2019-05-13	SE	Sweden	4506	846	71277430	23346461	607566	152869
rm2	Last 2 months	2019-03-15	2019-05-13	SE	Sweden	6918	1483	110615015	37335470	963168	240214
rm3	Last 3 months	2019-02-13	2019-05-13	SE	Sweden	8185	1677	134541122	45875530	1125630	279615
rm6	Last 6 months	2019-01-01	2019-05-13	SE	Sweden	8714	1734	146844613	50134590	1227153	305149
